n,r3
2961,864
2962,192
2963,312
2964,288
2965,240
2966,1032
2967,0
2968,96
2969,624
2970,384
2971,264
2972,0
2973,336
2974,576
2975,0
2976,144
2977,288
2978,720
2979,360
2980,192
2981,960
2982,288
2983,0
2984,312
2985,384
2986,360
2987,480
2988,216
2989,504
2990,480
2991,0
2992,48
2993,576
2994,768
2995,192
2996,384
2997,408
2998,216
2999,0
3000,288
3001,480
3002,672
3003,192
3004,0
3005,672
3006,720
3007,0
3008,0
3009,672
3010,384
3011,504
3012,144
3013,384
3014,576
3015,0
3016,240
3017,576
3018,288
3019,168
3020,288
3021,384
3022,336
3023,0
3024,192
3025,390
3026,576
3027,288
3028,120
3029,864
3030,576
3031,0
3032,264
3033,480
3034,480
3035,432
3036,0
3037,216
3038,672
3039,0
3040,48
3041,1008
3042,540
3043,288
3044,480
3045,384
3046,408
3047,0
3048,144
3049,336
3050,840
3051,576
3052,96
3053,480
3054,528
3055,0
3056,0
3057,336
3058,384
3059,576
3060,240
3061,360
3062,552
3063,0
3064,288
3065,864
3066,480
3067,168
3068,0
3069,1008
3070,240
3071,0
3072,8
3073,288
3074,624
3075,336
3076,240
3077,528
3078,648
3079,0
3080,384
3081,576
3082,240
3083,312
3084,144
3085,336
3086,1008
3087,0
3088,48
3089,480
3090,672
3091,240
3092,312
3093,576
3094,288
3095,0
3096,360
3097,336
3098,648
3099,480
3100,0
3101,768
3102,288
3103,0
3104,240
3105,384
3106,384
3107,432
3108,192
3109,360
3110,768
3111,0
3112,168
3113,528
3114,600
3115,288
3116,240
3117,240
3118,240
3119,0
3120,96
3121,480
3122,384
3123,360
3124,240
3125,744
3126,624
3127,0
3128,288
3129,576
3130,336
3131,480
3132,0
3133,240
3134,1056
3135,0
3136,54
3137,672
3138,288
3139,240
3140,192
3141,840
3142,360
3143,0
3144,192
3145,384
3146,936
3147,240
3148,120
3149,1008
3150,720
3151,0
3152,120
3153,432
3154,384
3155,480
3156,384
3157,288
3158,504
3159,0
3160,192
3161,672
3162,480
3163,216
3164,0
3165,384
3166,384
3167,0
3168,120
3169,432
3170,816
3171,384
3172,96
3173,480
3174,600
3175,0
3176,504
3177,576
3178,240
3179,456
3180,96
3181,648
3182,336
3183,0
3184,0
3185,864
3186,768
3187,168
3188,360
3189,624
3190,288
3191,0
3192,192
3193,192
3194,888
3195,480
3196,0
3197,768
3198,384
3199,0
3200,84
3201,384
3202,288
3203,264
3204,432
3205,288
3206,720
3207,0
3208,144
3209,960
3210,384
3211,360
3212,240
3213,384
3214,528
3215,0
3216,144
3217,192
3218,672
3219,480
3220,192
3221,744
3222,360
3223,0
3224,336
3225,720
3226,456
3227,336
3228,0
3229,408
3230,864
3231,0
3232,72
3233,672
3234,672
3235,144
3236,384
3237,384
3238,216
3239,0
3240,408
3241,480
3242,504
3243,192
3244,168
3245,576
3246,624
3247,0
3248,96
3249,630
3250,288
3251,744
3252,144
3253,408
3254,936
3255,0
3256,144
3257,432
3258,648
3259,216
3260,0
3261,528
3262,384
3263,0
3264,48
3265,288
3266,864
3267,416
3268,144
3269,720
3270,288
3271,0
3272,336
3273,432
3274,360
3275,600
3276,240
3277,336
3278,432
3279,0
3280,96
3281,960
3282,480
3283,216
3284,360
3285,720
3286,624
3287,0
3288,240
3289,576
3290,768
3291,240
3292,0
3293,528
3294,576
3295,0
3296,240
3297,480
3298,192
3299,648
3300,336
3301,408
3302,768
3303,0
3304,144
3305,576
3306,576
3307,216
3308,168
3309,576
3310,432
3311,0
3312,0
3313,288
3314,1008
3315,192
3316,264
3317,672
3318,384
3319,0
3320,240
3321,864
3322,192
3323,408
3324,0
3325,336
3326,576
3327,0
3328,24
3329,912
3330,720
3331,360
3332,336
3333,384
3334,360
3335,0
3336,192
3337,288
3338,600
3339,576
3340,144
3341,864
3342,432
3343,0
3344,240
3345,480
3346,480
3347,264
3348,192
3349,336
3350,840
3351,0
3352,168
3353,480
3354,576
3355,192
3356,0
3357,600
3358,384
3359,0
3360,96
3361,288
3362,492
3363,384
3364,174
3365,912
3366,1008
3367,0
3368,312
3369,336
3370,432
3371,504
3372,144
3373,312
3374,864
3375,0
3376,72
3377,816
3378,288
3379,384
3380,360
3381,672
3382,240
3383,0
3384,480
3385,288
3386,792
3387,288
3388,0
3389,600
3390,384
3391,0
3392,72
3393,576
3394,624
3395,480
3396,336
3397,240
3398,696
3399,0
3400,240
3401,1104
3402,624
3403,192
3404,240
3405,576
3406,336
3407,0
3408,96
3409,576
3410,480
3411,360
3412,120
3413,504
3414,528
3415,0
3416,528
3417,288
3418,264
3419,672
3420,0
3421,528
3422,624
3423,0
3424,72
3425,672
3426,576
3427,144
3428,384
3429,960
3430,384
3431,0
3432,192
3433,288
3434,864
3435,384
3436,168
3437,384
3438,480
3439,0
3440,0
3441,480
3442,480
3443,384
3444,288
3445,288
3446,696
3447,0
3448,96
3449,1200
3450,672
3451,288
3452,0
3453,384
3454,528
3455,0
3456,96
3457,336
3458,480
3459,288
3460,192
3461,1128
3462,384
3463,0
3464,528
3465,480
3466,312
3467,456
3468,152
3469,360
3470,912
3471,0
3472,96
3473,480
3474,720
3475,360
3476,384
3477,384
3478,288
3479,0
3480,192
3481,366
3482,552
3483,408
3484,0
3485,864
3486,576
3487,0
3488,120
3489,816
3490,240
3491,552
3492,240
3493,384
3494,936
3495,0
3496,240
3497,384
3498,480
3499,264
3500,288
3501,792
3502,192
3503,0
3504,96
3505,384
3506,1248
3507,192
3508,120
3509,792
3510,768
3511,0
3512,240
3513,432
3514,432
3515,480
3516,0
3517,360
3518,576
3519,0
3520,0
3521,672
3522,384
3523,144
3524,480
3525,480
3526,576
3527,0
3528,324
3529,336
3530,624
3531,384
3532,72
3533,840
3534,672
3535,0
3536,192
3537,576
3538,336
3539,552
3540,288
3541,456
3542,576
3543,0
3544,216
3545,864
3546,600
3547,216
3548,0
3549,720
3550,336
3551,0
3552,144
3553,288
3554,864
3555,576
3556,192
3557,408
3558,336
3559,0
3560,288
3561,912
3562,336
3563,528
3564,216
3565,288
3566,1200
3567,0
3568,0
3569,816
3570,384
3571,360
3572,336
3573,360
3574,456
3575,0
3576,336
3577,336
3578,456
3579,336
3580,0
3581,600
3582,720
3583,0
3584,48
3585,576
3586,384
3587,528
3588,192
3589,528
3590,672
3591,0
3592,144
3593,480
3594,672
3595,192
3596,336
3597,384
3598,288
3599,0
3600,150
3601,480
3602,576
3603,384
3604,288
3605,960
3606,384
3607,0
3608,336
3609,720
3610,456
3611,624
3612,0
3613,312
3614,720
3615,0
3616,96
3617,720
3618,768
3619,288
3620,288
3621,480
3622,312
3623,0
3624,336
3625,576
3626,1080
3627,240
3628,72
3629,1104
3630,528
3631,0
3632,120
3633,288
3634,288
3635,240
3636,504
3637,264
3638,720
3639,0
3640,192
3641,912
3642,336
3643,216
3644,0
3645,648
3646,384
3647,0
3648,48
3649,480
3650,960
3651,432
3652,144
3653,720
3654,960
3655,0
3656,432
3657,480
3658,288
3659,696
3660,192
3661,336
3662,624
3663,0
3664,120
3665,576
3666,576
3667,240
3668,240
3669,576
3670,432
3671,0
3672,192
3673,336
3674,1056
3675,392
3676,0
3677,408
3678,336
3679,0
3680,240
3681,960
3682,384
3683,240
3684,240
3685,480
3686,528
3687,0
3688,216
3689,960
3690,576
3691,312
3692,240
3693,336
3694,432
3695,0
3696,0
3697,240
3698,516
3699,576
3700,168
3701,1080
3702,528
3703,0
3704,480
3705,384
3706,624
3707,336
3708,0
3709,504
3710,672
3711,0
3712,24
3713,768
3714,576
3715,336
3716,432
3717,720
3718,312
3719,0
3720,288
3721,366
3722,648
3723,288
3724,168
3725,840
3726,816
3727,0
3728,144
3729,480
3730,336
3731,672
3732,192
3733,216
3734,984
3735,0
3736,312
3737,768
3738,288
3739,264
3740,0
3741,768
3742,288
3743,0
3744,216
3745,288
3746,912
3747,288
3748,240
3749,672
3750,600
3751,0
3752,192
3753,576
3754,408
3755,480
3756,192
3757,408
3758,816
3759,0
3760,48
3761,960
3762,480
3763,144
3764,552
3765,480
3766,432
3767,0
3768,144
3769,576
3770,864
3771,648
3772,0
3773,768
3774,576
3775,0
3776,72
3777,336
3778,288
3779,744
3780,384
3781,336
3782,528
3783,0
3784,192
3785,576
3786,816
3787,192
3788,120
3789,600
3790,432
3791,0
3792,144
3793,432
3794,960
3795,384
3796,144
3797,696
3798,360
3799,0
3800,504
3801,480
3802,264
3803,360
3804,0
3805,384
3806,1200
3807,0
3808,96
3809,768
3810,480
3811,240
3812,384
3813,480
3814,552
3815,0
3816,360
3817,240
3818,720
3819,384
3820,96
3821,1128
3822,432
3823,0
3824,0
3825,1008
3826,384
3827,528
3828,192
3829,480
3830,528
3831,0
3832,192
3833,528
3834,1152
3835,288
3836,0
3837,336
3838,336
3839,0
3840,0
3841,576
3842,480
3843,240
3844,198
3845,672
3846,816
3847,0
3848,336
3849,720
3850,480
3851,600
3852,216
3853,312
3854,480
3855,0
3856,144
3857,768
3858,480
3859,240
3860,528
3861,768
3862,312
3863,0
3864,288
3865,288
3866,552
3867,336
3868,0
3869,1104
3870,720
3871,0
3872,132
3873,336
3874,624
3875,576
3876,288
3877,360
3878,864
3879,0
3880,144
3881,864
3882,288
3883,192
3884,360
3885,576
3886,432
3887,0
3888,104
3889,432
3890,1008
3891,576
3892,144
3893,480
3894,576
3895,0
3896,432
3897,720
3898,312
3899,576
3900,0
3901,480
3902,768
3903,0
3904,72
3905,768
3906,864
3907,168
3908,240
3909,816
3910,288
3911,0
3912,288
3913,288
3914,768
3915,384
3916,192
3917,504
3918,528
3919,0
3920,168
3921,432
3922,240
3923,552
3924,360
3925,504
3926,1200
3927,0
3928,120
3929,1056
3930,480
3931,264
3932,0
3933,720
3934,384
3935,0
3936,144
3937,288
3938,576
3939,384
3940,288
3941,720
3942,384
3943,0
3944,528
3945,480
3946,600
3947,408
3948,192
3949,384
3950,672
3951,0
3952,0
3953,720
3954,576
3955,288
3956,432
3957,288
3958,264
3959,0
3960,432
3961,576
3962,720
3963,192
3964,0
3965,768
3966,720
3967,0
3968,96
3969,918
3970,336
3971,504
3972,144
3973,240
3974,1176
3975,0
3976,192
3977,672
3978,480
3979,480
3980,192
3981,816
3982,336
3983,0
3984,144
3985,288
3986,1104
3987,360
3988,168
3989,1176
3990,576
3991,0
3992,312
3993,576
3994,360
3995,672
3996,0
3997,288
3998,480
3999,0
4000,144
4001,864
4002,384
4003,312
4004,480
4005,480
4006,360
4007,0
4008,192
4009,432
4010,864
4011,480
4012,96
4013,504
4014,1152
4015,0
4016,168
4017,576
4018,336
4019,456
4020,192
4021,744
4022,648
4023,0
4024,240
4025,960
4026,576
4027,216
4028,0
4029,480
4030,480
4031,0
4032,0
4033,288
4034,816
4035,288
4036,240
4037,624
4038,480
4039,0
4040,336
4041,720
4042,432
4043,384
4044,288
4045,480
4046,912
4047,0
4048,48
4049,864
4050,756
4051,264
4052,312
4053,384
4054,456
4055,0
4056,360
4057,240
4058,648
4059,720
4060,0
4061,960
4062,336
4063,0
4064,192
4065,768
4066,576
4067,504
4068,288
4069,480
4070,864
4071,0
4072,216
4073,672
4074,480
4075,168
4076,312
4077,576
4078,336
4079,0
4080,0
4081,576
4082,624
4083,240
4084,264
4085,672
4086,840
4087,0
4088,384
4089,480
4090,288
4091,792
4092,0
4093,312
4094,1152
4095,0
4096,6
4097,384
4098,672
4099,360
4100,480
4101,576
4102,240
4103,0
4104,384
4105,576
4106,696
4107,296
4108,96
4109,1104
4110,384
4111,0
4112,192
4113,480
4114,624
4115,528
4116,384
4117,288
4118,672
4119,0
4120,144
4121,1056
4122,936
4123,192
4124,0
4125,576
4126,384
4127,0
4128,96
4129,432
4130,672
4131,624
4132,144
4133,936
4134,480
4135,0
4136,528
4137,384
4138,360
4139,456
4140,240
4141,336
4142,624
4143,0
4144,96
4145,576
4146,672
4147,288
4148,240
4149,1080
4150,600
4151,0
4152,144
4153,240
4154,1152
4155,288
4156,0
4157,984
4158,384
4159,0
4160,96
4161,768
4162,240
4163,528
4164,432
4165,432
4166,792
4167,0
4168,144
4169,1008
4170,576
4171,384
4172,192
4173,384
4174,528
4175,0
4176,216
4177,480
4178,672
4179,384
4180,192
4181,720
4182,672
4183,0
4184,504
4185,768
4186,480
4187,336
4188,0
4189,432
4190,816
4191,0
4192,72
4193,672
4194,480
4195,192
4196,528
4197,432
4198,504
4199,0
4200,336
4201,432
4202,624
4203,504
4204,120
4205,696
4206,624
4207,0
4208,0
4209,672
4210,336
4211,552
4212,408
4213,336
4214,1080
4215,0
4216,192
4217,624
4218,288
4219,360
4220,0
4221,960
4222,288
4223,0
4224,96
4225,390
4226,1248
4227,240
4228,192
4229,936
4230,720
4231,0
4232,300
4233,480
4234,624
4235,528
4236,144
4237,288
4238,528
4239,0
4240,96
4241,1296
4242,480
4243,216
4244,312
4245,576
4246,432
4247,0
4248,360
4249,384
4250,864
4251,384
4252,0
4253,504
4254,912
4255,0
4256,240
4257,432
4258,288
4259,840
4260,192
4261,408
4262,648
4263,0
4264,240
4265,864
4266,960
4267,192
4268,288
4269,816
4270,384
4271,0
4272,48
4273,288
4274,1008
4275,600
4276,360
4277,576
4278,384
4279,0
4280,432
4281,528
4282,312
4283,504
4284,0
4285,432
4286,960
4287,0
4288,24
4289,1344
4290,576
4291,288
4292,288
4293,648
4294,432
4295,0
4296,384
4297,432
4298,528
4299,432
4300,168
4301,1056
4302,480
4303,0
4304,264
4305,384
4306,432
4307,432
4308,288
4309,432
4310,672
4311,0
4312,216
4313,432
4314,480
4315,336
4316,0
4317,480
4318,384
4319,0
4320,192
4321,384
4322,912
4323,192
4324,192
4325,1176
4326,768
4327,0
4328,264
4329,960
4330,432
4331,816
4332,152
4333,336
4334,912
4335,0
4336,0
4337,432
4338,720
4339,408
4340,384
4341,624
4342,240
4343,0
4344,336
4345,576
4346,1200
4347,384
4348,0
4349,504
4350,720
4351,0
4352,48
4353,528
4354,576
4355,480
4356,390
4357,360
4358,504
4359,0
4360,144
4361,1008
4362,432
4363,216
4364,408
4365,720
4366,624
4367,0
4368,96
4369,576
4370,672
4371,480
4372,120
4373,840
4374,960
4375,0
4376,312
4377,528
4378,432
4379,384
4380,0
4381,384
4382,768
4383,0
4384,144
4385,1152
4386,576
4387,192
4388,432
4389,576
4390,288
4391,0
4392,360
4393,288
4394,1008
4395,480
4396,144
4397,648
4398,336
4399,0
4400,120
4401,960
4402,384
4403,480
4404,336
4405,288
4406,1176
4407,0
4408,240
4409,816
4410,840
4411,288
4412,0
4413,528
4414,384
4415,0
4416,96
4417,288
4418,588
4419,648
4420,192
4421,1080
4422,384
4423,0
4424,576
4425,336
4426,312
4427,384
4428,192
4429,720
4430,1104
4431,0
4432,72
4433,672
4434,576
4435,240
4436,600
4437,720
4438,288
4439,0
4440,192
4441,672
4442,456
4443,336
4444,0
4445,768
4446,1008
4447,0
4448,168
4449,624
4450,672
4451,696
4452,192
4453,288
4454,912
4455,0
4456,264
4457,720
4458,576
4459,384
4460,240
4461,672
4462,480
4463,0
4464,0
4465,480
4466,768
4467,288
4468,168
4469,1104
4470,384
4471,0
4472,432
4473,864
4474,312
4475,600
4476,0
4477,312
4478,576
4479,0
4480,48
4481,768
4482,384
4483,216
4484,528
4485,576
4486,600
4487,0
4488,192
4489,414
4490,1056
4491,360
4492,120
4493,456
4494,864
4495,0
4496,240
4497,432
4498,336
4499,816
4500,432
4501,624
4502,648
4503,0
4504,264
4505,768
4506,912
4507,312
4508,0
4509,768
4510,288
4511,0
4512,96
4513,288
4514,1104
4515,384
4516,192
4517,648
4518,840
4519,0
4520,528
4521,864
4522,288
4523,504
4524,192
4525,600
4526,672
4527,0
4528,72
4529,960
4530,480
4531,288
4532,336
4533,288
4534,648
4535,0
4536,432
4537,288
4538,696
4539,480
4540,0
4541,1296
4542,528
4543,0
4544,0
4545,480
4546,480
4547,408
4548,240
4549,696
4550,1008
4551,0
4552,144
4553,960
4554,1008
4555,288
4556,384
4557,432
4558,240
4559,0
4560,192
4561,432
4562,864
4563,416
4564,288
4565,576
4566,432
4567,0
4568,216
4569,720
4570,336
4571,672
4572,0
4573,336
4574,1152
4575,0
4576,144
4577,768
4578,480
4579,240
4580,288
4581,1080
4582,336
4583,0
4584,384
4585,288
4586,1032
4587,288
4588,144
4589,1008
4590,768
4591,0
4592,0
4593,336
4594,528
4595,576
4596,192
4597,456
4598,936
4599,0
4600,240
4601,816
4602,384
4603,168
4604,0
4605,768
4606,672
4607,0
4608,36
4609,528
4610,624
4611,672
4612,192
4613,480
4614,480
4615,0
4616,672
4617,624
4618,312
4619,864
4620,192
4621,312
4622,624
4623,0
4624,102
4625,1152
4626,960
4627,240
4628,336
4629,528
4630,432
4631,0
4632,288
4633,384
4634,864
4635,432
4636,0
4637,936
4638,432
4639,0
4640,240
4641,768
4642,288
4643,312
4644,576
4645,384
4646,1056
4647,0
4648,144
4649,1056
4650,720
4651,408
4652,168
4653,720
4654,528
4655,0
4656,96
4657,288
4658,768
4659,336
4660,240
4661,1104
4662,576
4663,0
4664,432
4665,576
4666,552
4667,528
4668,0
4669,384
4670,816
4671,0
4672,48
4673,624
4674,960
4675,336
4676,576
4677,480
4678,216
4679,0
4680,240
4681,576
4682,744
4683,384
4684,168
4685,528
4686,672
4687,0
4688,216
4689,1152
4690,384
4691,504
4692,288
4693,456
4694,1080
4695,0
4696,360
4697,672
4698,408
4699,288
4700,0
4701,432
4702,384
4703,0
4704,168
4705,480
4706,816
4707,600
4708,144
4709,1104
4710,768
4711,0
4712,192
4713,336
4714,600
4715,576
4716,360
4717,288
4718,768
4719,0
4720,0
4721,1056
4722,480
4723,216
4724,552
4725,960
4726,528
4727,0
4728,240
4729,480
4730,960
4731,480
4732,0
4733,696
4734,720
4735,0
4736,120
4737,432
4738,384
4739,624
4740,192
4741,480
4742,744
4743,0
4744,288
4745,960
4746,672
4747,192
4748,216
4749,960
4750,288
4751,0
4752,192
4753,336
4754,912
4755,288
4756,240
4757,624
4758,672
4759,0
4760,480
4761,750
4762,408
4763,480
4764,0
4765,432
4766,960
4767,0
4768,72
4769,1008
4770,1008
4771,288
4772,432
4773,480
4774,480
4775,0
4776,336
4777,384
4778,504
4779,648
4780,192
4781,1344
4782,336
4783,0
4784,192
4785,576
4786,480
4787,600
4788,240
4789,360
4790,576
4791,0
4792,144
4793,864
4794,768
4795,288
4796,0
4797,432
4798,576
4799,0
4800,56
4801,672
4802,780
4803,336
4804,192
4805,792
4806,960
4807,0
4808,288
4809,864
4810,384
4811,528
4812,144
4813,360
4814,1296
4815,0
4816,96
4817,672
4818,384
4819,432
4820,480
4821,672
4822,456
4823,0
4824,504
4825,336
4826,1440
4827,288
4828,0
4829,1248
4830,384
4831,0
4832,144
4833,576
4834,432
4835,720
4836,480
4837,432
4838,480
4839,0
4840,264
4841,768
4842,600
4843,192
4844,336
4845,384
4846,528
4847,0
4848,0
4849,576
4850,1200
4851,648
4852,120
4853,768
4854,624
4855,0
4856,480
4857,432
4858,480
4859,720
4860,0
4861,696
4862,480
4863,0
4864,24
4865,672
4866,672
4867,192
4868,384
4869,600
4870,528
4871,0
4872,288
4873,240
4874,888
4875,576
4876,144
4877,792
4878,864
4879,0
4880,192
4881,720
4882,288
4883,432
4884,384
4885,528
4886,1008
4887,0
4888,144
4889,1056
4890,384
4891,480
4892,0
4893,480
4894,480
4895,0
4896,240
4897,432
4898,864
4899,384
4900,270
4901,936
4902,384
4903,0
4904,504
4905,1152
4906,432
4907,288
4908,96
4909,360
4910,1104
4911,0
4912,72
4913,864
4914,1152
4915,240
4916,456
4917,576
4918,264
4919,0
4920,288
4921,576
4922,528
4923,360
4924,0
4925,840
4926,720
4927,0
4928,96
4929,672
4930,384
4931,840
4932,288
4933,312
4934,1272
4935,0
4936,288
4937,528
4938,432
4939,384
4940,288
4941,1224
4942,288
4943,0
4944,144
4945,480
4946,960
4947,288
4948,168
4949,1176
4950,840
4951,0
4952,504
4953,384
4954,600
4955,672
4956,0
4957,312
4958,624
4959,0
4960,96
4961,1056
4962,576
4963,288
4964,384
4965,576
4966,672
4967,0
4968,384
4969,672
4970,672
4971,384
4972,96
4973,792
4974,528
4975,0
4976,0
4977,480
4978,288
4979,720
4980,384
4981,384
4982,1056
4983,0
4984,192
4985,672
4986,792
4987,216
4988,0
4989,1008
4990,528
4991,0
4992,48
4993,384
4994,1152
4995,384
4996,384
4997,720
4998,432
4999,0
5000,444
5001,912
5002,384
5003,360
5004,360
5005,384
5006,1008
5007,0
5008,96
5009,720
5010,576
5011,504
5012,384
5013,648
5014,432
5015,0
5016,288
5017,384
5018,912
5019,480
5020,0
5021,936
5022,864
5023,0
5024,312
5025,720
5026,480
5027,336
5028,240
5029,624
5030,720
5031,0
5032,144
5033,864
5034,864
5035,288
5036,360
5037,384
5038,336
5039,0
5040,144
5041,438
5042,432
5043,344
5044,240
5045,1248
5046,696
5047,0
5048,432
5049,768
5050,504
5051,696
5052,0
5053,480
5054,912
5055,0
5056,0
5057,960
5058,480
5059,456
5060,480
5061,480
5062,360
5063,0
5064,384
5065,288
5066,1440
5067,648
5068,144
5069,864
5070,624
5071,0
5072,120
5073,576
5074,672
5075,672
5076,384
5077,264
5078,648
5079,0
5080,240
5081,1392
5082,624
5083,192
5084,0
5085,720
5086,384
5087,0
5088,144
5089,384
5090,624
5091,336
5092,240
5093,528
5094,1080
5095,0
5096,504
5097,432
5098,264
5099,936
5100,240
5101,552
5102,816
5103,0
5104,0
5105,864
5106,960
5107,168
5108,408
5109,768
5110,480
5111,0
5112,240
5113,528
5114,840
5115,384
5116,0
5117,768
5118,336
5119,0
5120,24
5121,1152
5122,336
5123,624
5124,288
5125,576
5126,1200
5127,0
5128,144
5129,1056
5130,768
5131,240
5132,264
5133,480
5134,768
5135,0
5136,240
5137,336
5138,768
5139,600
5140,144
5141,864
5142,432
5143,0
5144,696
5145,768
5146,432
5147,456
5148,0
5149,528
5150,1200
5151,0
5152,96
5153,432
5154,480
5155,288
5156,432
5157,768
5158,456
5159,0
5160,192
5161,480
5162,816
5163,240
5164,216
5165,1008
5166,960
5167,0
5168,96
5169,912
5170,480
5171,840
5172,288
5173,288
5174,672
5175,0
5176,336
5177,672
5178,576
5179,264
5180,0
5181,576
5182,288
5183,0
5184,102
5185,384
5186,1344
5187,384
5188,144
5189,1176
5190,768
5191,0
5192,384
5193,480
5194,648
5195,384
5196,192
5197,408
5198,672
5199,0
5200,168
5201,1152
5202,612
5203,264
5204,600
5205,576
5206,576
5207,0
5208,192
5209,528
5210,864
5211,768
5212,0
5213,816
5214,864
5215,0
5216,264
5217,384
5218,336
5219,576
5220,480
5221,720
5222,672
5223,0
5224,216
5225,1200
5226,480
5227,360
5228,264
5229,1008
5230,336
5231,0
5232,0
5233,288
5234,1008
5235,576
5236,288
5237,552
5238,768
5239,0
5240,432
5241,528
5242,504
5243,648
5244,0
5245,288
5246,1200
5247,0
5248,48
5249,1440
5250,576
5251,336
5252,288
5253,672
5254,576
5255,0
5256,576
5257,384
5258,672
5259,288
5260,144
5261,984
5262,624
5263,0
5264,288
5265,864
5266,624
5267,336
5268,240
5269,672
5270,672
5271,0
5272,120
5273,480
5274,1080
5275,360
5276,0
5277,624
5278,288
5279,0
5280,96
5281,624
5282,768
5283,504
5284,288
5285,864
5286,528
5287,0
5288,504
5289,480
5290,552
5291,864
5292,224
5293,288
5294,1008
5295,0
5296,72
5297,864
5298,480
5299,288
5300,504
5301,960
5302,336
5303,0
5304,480
5305,480
5306,864
5307,288
5308,0
5309,1272
5310,720
5311,0
5312,72
5313,576
5314,384
5315,432
5316,432
5317,240
5318,744
5319,0
5320,288
5321,1056
5322,384
5323,360
5324,288
5325,672
5326,624
5327,0
5328,120
5329,438
5330,1248
5331,480
5332,240
5333,744
5334,960
5335,0
5336,384
5337,864
5338,288
5339,816
5340,0
5341,648
5342,768
5343,0
5344,144
5345,576
5346,1248
5347,312
5348,288
5349,528
5350,360
5351,0
5352,240
5353,576
5354,1416
5355,480
5356,192
5357,720
5358,480
5359,0
5360,0
5361,720
5362,288
5363,384
5364,504
5365,480
5366,1080
5367,0
5368,240
5369,1056
5370,672
5371,288
5372,0
5373,576
5374,672
5375,0
5376,48
5377,240
5378,768
5379,576
5380,192
5381,1512
5382,480
5383,0
5384,336
5385,576
5386,600
5387,552
5388,144
5389,720
5390,1008
5391,0
5392,96
5393,864
5394,480
5395,288
5396,672
5397,480
5398,360
5399,0
5400,480
5401,432
5402,768
5403,384
5404,0
5405,768
5406,480
5407,0
5408,180
5409,1200
5410,528
5411,816
5412,192
5413,216
5414,1368
5415,0
5416,264
5417,864
5418,864
5419,312
5420,288
5421,768
5422,336
5423,0
5424,144
5425,672
5426,624
5427,408
5428,192
5429,912
5430,864
5431,0
5432,288
5433,432
5434,384
5435,624
5436,0
5437,360
5438,960
5439,0
5440,48
5441,816
5442,672
5443,216
5444,720
5445,936
5446,576
5447,0
5448,288
5449,672
5450,840
5451,672
5452,144
5453,672
5454,576
5455,0
5456,336
5457,384
5458,432
5459,816
5460,192
5461,528
5462,552
5463,0
5464,216
5465,1056
5466,960
5467,192
5468,0
5469,672
5470,432
5471,0
5472,216
5473,480
5474,1344
5475,480
5476,222
5477,888
5478,384
5479,0
5480,528
5481,768
5482,312
5483,408
5484,288
5485,528
5486,1392
5487,0
5488,0
5489,1008
5490,720
5491,408
5492,216
5493,624
5494,528
5495,0
5496,336
5497,288
5498,744
5499,720
5500,0
5501,1032
5502,576
5503,0
5504,120
5505,480
5506,528
5507,552
5508,432
5509,624
5510,864
5511,0
5512,240
5513,672
5514,720
5515,240
5516,384
5517,600
5518,288
5519,0
5520,96
5521,720
5522,864
5523,288
5524,312
5525,960
5526,1224
5527,0
5528,456
5529,1056
5530,480
5531,552
5532,0
5533,384
5534,1056
5535,0
5536,120
5537,864
5538,384
5539,432
5540,576
5541,864
5542,432
5543,0
5544,480
5545,288
5546,960
5547,344
5548,96
5549,912
5550,1008
5551,0
5552,120
5553,432
5554,720
5555,576
5556,336
5557,408
5558,624
5559,0
5560,240
5561,1584
5562,576
5563,360
5564,0
5565,576
5566,528
5567,0
5568,0
5569,384
5570,720
5571,600
5572,192
5573,744
5574,720
5575,0
5576,576
5577,720
5578,408
5579,720
5580,288
5581,504
5582,528
5583,0
5584,168
5585,1152
5586,864
5587,192
5588,288
5589,1248
5590,384
5591,0
5592,240
5593,384
5594,1224
5595,288
5596,0
5597,528
5598,720
5599,0
5600,240
5601,720
5602,336
5603,528
5604,336
5605,384
5606,1512
5607,0
5608,168
5609,1056
5610,576
5611,240
5612,336
5613,576
5614,384
5615,0
5616,0
5617,576
5618,660
5619,672
5620,288
5621,864
5622,384
5623,0
5624,528
5625,750
5626,720
5627,672
5628,0
5629,480
5630,528
5631,0
5632,24
5633,912
5634,1296
5635,336
5636,432
5637,336
5638,456
5639,0
5640,384
5641,480
5642,960
5643,384
5644,96
5645,1344
5646,720
5647,0
5648,192
5649,672
5650,480
5651,744
5652,360
5653,360
5654,1344
5655,0
5656,336
5657,672
5658,384
5659,456
5660,0
5661,1296
5662,528
5663,0
5664,192
5665,480
5666,960
5667,240
5668,192
5669,1272
5670,816
5671,0
5672,408
5673,480
5674,360
5675,840
5676,288
5677,432
5678,864
5679,0
5680,96
5681,768
5682,576
5683,264
5684,648
5685,384
5686,552
5687,0
5688,288
5689,624
5690,864
5691,576
5692,0
5693,744
5694,1056
5695,0
5696,144
5697,960
5698,384
5699,576
5700,336
5701,456
5702,600
5703,0
5704,384
5705,672
5706,840
5707,192
5708,360
5709,576
5710,528
5711,0
5712,96
5713,288
5714,960
5715,720
5716,264
5717,936
5718,528
5719,0
5720,384
5721,720
5722,456
5723,336
5724,0
5725,600
5726,1152
5727,0
5728,72
5729,1248
5730,576
