== scout: M=8 ic=adv nu=0.05 dt=0.0000625 steps=320 lambda=-0.05 E0=144 engine=fft modes=2109 ==
step,t,E,D,D2,P_re,P_im,ratio_energy,ratio_enstrophy
0,0.000000,1.440000000e2,6.931937194e3,3.541327369e5,7.286794014e4,-1.782e-11,210.238316,4.115290
1,0.000063,1.439566540e2,6.938779483e3,3.547767790e5,7.205137788e4,-1.426e-11,207.677382,4.061787
2,0.000125,1.439132655e2,6.945514643e3,3.554131586e5,7.121798173e4,-1.584e-11,205.076183,4.007616
3,0.000188,1.438698352e2,6.952140647e3,3.560417092e5,7.036819515e4,-8.835e-12,202.436052,3.952806
4,0.000250,1.438263640e2,6.958655523e3,3.566622682e5,6.950246692e4,-7.020e-12,199.758320,3.897383
5,0.000313,1.437828523e2,6.965057357e3,3.572746774e5,6.862125061e4,-1.583e-12,197.044323,3.841372
6,0.000375,1.437393010e2,6.971344293e3,3.578787831e5,6.772500428e4,-6.851e-12,194.295394,3.784801
7,0.000438,1.436957107e2,6.977514534e3,3.584744360e5,6.681418996e4,-1.534e-13,191.512865,3.727696
8,0.000500,1.436520823e2,6.983566341e3,3.590614910e5,6.588927331e4,1.107e-12,188.698067,3.670083
9,0.000563,1.436084164e2,6.989498034e3,3.596398078e5,6.495072319e4,-3.473e-13,185.852326,3.611987
10,0.000625,1.435647138e2,6.995307994e3,3.602092504e5,6.399901128e4,-9.114e-13,182.976965,3.553435
11,0.000687,1.435209753e2,7.000994661e3,3.607696874e5,6.303461169e4,-1.981e-12,180.073303,3.494452
12,0.000750,1.434772016e2,7.006556536e3,3.613209919e5,6.205800058e4,3.370e-12,177.142653,3.435062
13,0.000813,1.434333936e2,7.011992179e3,3.618630418e5,6.106965576e4,7.317e-12,174.186320,3.375291
14,0.000875,1.433895520e2,7.017300212e3,3.623957191e5,6.007005638e4,3.027e-12,171.205605,3.315164
15,0.000937,1.433456776e2,7.022479318e3,3.629189109e5,5.905968253e4,7.484e-12,168.201798,3.254704
16,0.001000,1.433017713e2,7.027528238e3,3.634325084e5,5.803901491e4,7.217e-12,165.176184,3.193936
17,0.001063,1.432578338e2,7.032445776e3,3.639364079e5,5.700853449e4,9.322e-12,162.130036,3.132884
18,0.001125,1.432138660e2,7.037230798e3,3.644305098e5,5.596872215e4,1.054e-11,159.064620,3.071572
19,0.001187,1.431698687e2,7.041882227e3,3.649147195e5,5.492005840e4,1.959e-11,155.981190,3.010022
20,0.001250,1.431258427e2,7.046399050e3,3.653889466e5,5.386302301e4,1.832e-11,152.880990,2.948257
21,0.001313,1.430817890e2,7.050780313e3,3.658531056e5,5.279809473e4,1.569e-11,149.765253,2.886300
22,0.001375,1.430377083e2,7.055025123e3,3.663071154e5,5.172575101e4,2.006e-11,146.635200,2.824174
23,0.001437,1.429936015e2,7.059132644e3,3.667508994e5,5.064646766e4,1.940e-11,143.492041,2.761900
24,0.001500,1.429494694e2,7.063102105e3,3.671843857e5,4.956071858e4,2.870e-11,140.336973,2.699500
25,0.001563,1.429053130e2,7.066932791e3,3.676075066e5,4.846897550e4,1.827e-11,137.171180,2.636996
26,0.001625,1.428611330e2,7.070624047e3,3.680201992e5,4.737170768e4,2.129e-11,133.995832,2.574408
27,0.001687,1.428169305e2,7.074175277e3,3.684224049e5,4.626938167e4,2.354e-11,130.812087,2.511757
28,0.001750,1.427727061e2,7.077585943e3,3.688140695e5,4.516246107e4,2.785e-11,127.621088,2.449064
29,0.001813,1.427284609e2,7.080855566e3,3.691951434e5,4.405140622e4,2.936e-11,124.423965,2.386348
30,0.001875,1.426841957e2,7.083983724e3,3.695655810e5,4.293667403e4,2.957e-11,121.221831,2.323629
31,0.001937,1.426399114e2,7.086970052e3,3.699253414e5,4.181871773e4,3.696e-11,118.015788,2.260927
32,0.002000,1.425956089e2,7.089814243e3,3.702743878e5,4.069798660e4,3.556e-11,114.806919,2.198261
33,0.002063,1.425512891e2,7.092516045e3,3.706126876e5,3.957492582e4,3.459e-11,111.596296,2.135649
34,0.002125,1.425069528e2,7.095075260e3,3.709402127e5,3.844997623e4,4.467e-11,108.384971,2.073109
35,0.002188,1.424626009e2,7.097491748e3,3.712569388e5,3.732357411e4,3.586e-11,105.173984,2.010660
36,0.002250,1.424182344e2,7.099765422e3,3.715628460e5,3.619615102e4,4.186e-11,101.964358,1.948319
37,0.002312,1.423738541e2,7.101896248e3,3.718579184e5,3.506813359e4,4.522e-11,98.757099,1.886104
38,0.002375,1.423294610e2,7.103884247e3,3.721421441e5,3.393994333e4,3.469e-11,95.553199,1.824031
39,0.002437,1.422850559e2,7.105729490e3,3.724155153e5,3.281199651e4,4.399e-11,92.353633,1.762118
40,0.002500,1.422406397e2,7.107432102e3,3.726780280e5,3.168470392e4,5.063e-11,89.159357,1.700379
41,0.002563,1.421962133e2,7.108992257e3,3.729296821e5,3.055847076e4,5.039e-11,85.971315,1.638833
42,0.002625,1.421517776e2,7.110410182e3,3.731704815e5,2.943369648e4,5.011e-11,82.790432,1.577493
43,0.002688,1.421073334e2,7.111686150e3,3.734004338e5,2.831077460e4,5.139e-11,79.617615,1.516376
44,0.002750,1.420628818e2,7.112820486e3,3.736195502e5,2.719009261e4,5.276e-11,76.453757,1.455496
45,0.002812,1.420184235e2,7.113813561e3,3.738278456e5,2.607203183e4,5.584e-11,73.299733,1.394868
46,0.002875,1.419739594e2,7.114665793e3,3.740253387e5,2.495696727e4,5.831e-11,70.156401,1.334507
47,0.002938,1.419294905e2,7.115377648e3,3.742120516e5,2.384526750e4,5.968e-11,67.024601,1.274425
48,0.003000,1.418850175e2,7.115949637e3,3.743880098e5,2.273729455e4,5.762e-11,63.905159,1.214638
49,0.003063,1.418405414e2,7.116382314e3,3.745532425e5,2.163340382e4,6.092e-11,60.798880,1.155158
50,0.003125,1.417960630e2,7.116676279e3,3.747077820e5,2.053394394e4,6.472e-11,57.706556,1.095998
51,0.003188,1.417515832e2,7.116832174e3,3.748516641e5,1.943925669e4,6.040e-11,54.628959,1.037171
52,0.003250,1.417071029e2,7.116850683e3,3.749849277e5,1.834967691e4,6.592e-11,51.566845,0.978689
53,0.003312,1.416626229e2,7.116732530e3,3.751076149e5,1.726553240e4,6.769e-11,48.520953,0.920564
54,0.003375,1.416181440e2,7.116478482e3,3.752197710e5,1.618714388e4,6.451e-11,45.492005,0.862809
55,0.003438,1.415736672e2,7.116089344e3,3.753214444e5,1.511482487e4,7.417e-11,42.480706,0.805434
56,0.003500,1.415291932e2,7.115565958e3,3.754126862e5,1.404888163e4,6.985e-11,39.487742,0.748450
57,0.003563,1.414847229e2,7.114909205e3,3.754935507e5,1.298961314e4,6.950e-11,36.513785,0.691869
58,0.003625,1.414402571e2,7.114120004e3,3.755640949e5,1.193731098e4,7.168e-11,33.559487,0.635700
59,0.003688,1.413957966e2,7.113199305e3,3.756243786e5,1.089225932e4,7.511e-11,30.625486,0.579955
60,0.003750,1.413513424e2,7.112148099e3,3.756744645e5,9.854734843e3,8.178e-11,27.712401,0.524642
61,0.003812,1.413068951e2,7.110967404e3,3.757144176e5,8.825006738e3,7.263e-11,24.820833,0.469772
62,0.003875,1.412624555e2,7.109658277e3,3.757443057e5,7.803336636e3,8.126e-11,21.951369,0.415354
63,0.003938,1.412180246e2,7.108221802e3,3.757641990e5,6.789978583e3,8.381e-11,19.104577,0.361396
64,0.004000,1.411736030e2,7.106659096e3,3.757741704e5,5.785179019e3,8.001e-11,16.281009,0.307907
65,0.004063,1.411291916e2,7.104971307e3,3.757742947e5,4.789176751e3,8.149e-11,13.481199,0.254896
66,0.004125,1.410847911e2,7.103159608e3,3.757646495e5,3.802202935e3,7.961e-11,10.705667,0.202372
67,0.004188,1.410404024e2,7.101225205e3,3.757453142e5,2.824481068e3,8.517e-11,7.954912,0.150340
68,0.004250,1.409960261e2,7.099169327e3,3.757163707e5,1.856226976e3,8.360e-11,5.229420,0.098810
69,0.004313,1.409516630e2,7.096993230e3,3.756779026e5,8.976488115e2,8.965e-11,2.529659,0.047788
70,0.004375,1.409073139e2,7.094698196e3,3.756299960e5,-5.105294446e1,8.661e-11,-0.143919,-0.002718
71,0.004438,1.408629795e2,7.092285531e3,3.755727386e5,-9.896854764e2,8.678e-11,-2.790879,-0.052703
72,0.004500,1.408186606e2,7.089756562e3,3.755062200e5,-1.918063625e3,8.265e-11,-5.410802,-0.102159
73,0.004562,1.407743578e2,7.087112641e3,3.754305318e5,-2.836009870e3,9.112e-11,-8.003287,-0.151080
74,0.004625,1.407300719e2,7.084355139e3,3.753457672e5,-3.743354315e3,9.273e-11,-10.567947,-0.199462
75,0.004687,1.406858036e2,7.081485448e3,3.752520211e5,-4.639934660e3,8.594e-11,-13.104411,-0.247297
