== scout: M=2 ic=adv nu=0.05 dt=0.0005 steps=200 lambda=-0.05 E0=144 engine=fft modes=33 ==
step,t,E,D,D2,P_re,P_im,ratio_energy,ratio_enstrophy
0,0.000000,1.440000000e2,4.357101449e2,1.453217391e3,1.165407202e2,-3.568e-14,5.349461,1.603899
1,0.000500,1.439782134e2,4.357535486e2,1.453650454e3,1.156095836e2,-2.188e-14,5.306191,1.590610
2,0.001000,1.439564247e2,4.357959982e2,1.454077809e3,1.146756199e2,-2.190e-14,5.262812,1.577297
3,0.001500,1.439346338e2,4.358374912e2,1.454499438e3,1.137388799e2,-4.076e-14,5.219325,1.563959
4,0.002000,1.439128409e2,4.358780252e2,1.454915324e3,1.127994142e2,-5.974e-14,5.175733,1.550598
5,0.002500,1.438910460e2,4.359175977e2,1.455325449e3,1.118572729e2,-1.032e-13,5.132038,1.537213
6,0.003000,1.438692492e2,4.359562064e2,1.455729796e3,1.109125061e2,-7.127e-14,5.088241,1.523806
7,0.003500,1.438474504e2,4.359938490e2,1.456128348e3,1.099651635e2,-4.482e-14,5.044345,1.510377
8,0.004000,1.438256498e2,4.360305232e2,1.456521089e3,1.090152944e2,-7.683e-15,5.000352,1.496927
9,0.004500,1.438038474e2,4.360662267e2,1.456908002e3,1.080629480e2,-1.383e-13,4.956263,1.483456
10,0.005000,1.437820432e2,4.361009576e2,1.457289071e3,1.071081732e2,-7.657e-14,4.912082,1.469965
11,0.005500,1.437602373e2,4.361347135e2,1.457664281e3,1.061510185e2,-4.236e-14,4.867809,1.456454
12,0.006000,1.437384298e2,4.361674925e2,1.458033616e3,1.051915323e2,-1.227e-13,4.823447,1.442923
13,0.006500,1.437166206e2,4.361992925e2,1.458397061e3,1.042297626e2,-1.728e-14,4.778997,1.429374
14,0.007000,1.436948098e2,4.362301117e2,1.458754600e3,1.032657574e2,-8.745e-14,4.734463,1.415807
15,0.007500,1.436729976e2,4.362599480e2,1.459106220e3,1.022995641e2,1.788e-15,4.689844,1.402222
16,0.008000,1.436511839e2,4.362887996e2,1.459451906e3,1.013312300e2,-3.572e-14,4.645145,1.388620
17,0.008500,1.436293687e2,4.363166646e2,1.459791643e3,1.003608023e2,-9.323e-14,4.600365,1.375002
18,0.009000,1.436075522e2,4.363435414e2,1.460125419e3,9.938832771e1,-9.785e-14,4.555508,1.361367
19,0.009500,1.435857344e2,4.363694282e2,1.460453218e3,9.841385287e1,-8.584e-14,4.510575,1.347717
20,0.010000,1.435639153e2,4.363943232e2,1.460775029e3,9.743742411e1,-1.376e-13,4.465568,1.334051
21,0.010500,1.435420950e2,4.364182250e2,1.461090838e3,9.645908756e1,-6.103e-14,4.420489,1.320371
22,0.011000,1.435202735e2,4.364411318e2,1.461400632e3,9.547888910e1,-9.646e-14,4.375339,1.306676
23,0.011500,1.434984509e2,4.364630422e2,1.461704398e3,9.449687441e1,-2.347e-14,4.330120,1.292968
24,0.012000,1.434766272e2,4.364839546e2,1.462002125e3,9.351308892e1,-2.746e-14,4.284835,1.279247
25,0.012500,1.434548025e2,4.365038677e2,1.462293801e3,9.252757788e1,-6.892e-14,4.239485,1.265513
26,0.013000,1.434329768e2,4.365227799e2,1.462579413e3,9.154038630e1,-3.555e-14,4.194071,1.251766
27,0.013500,1.434111502e2,4.365406901e2,1.462858951e3,9.055155899e1,-1.962e-14,4.148597,1.238008
28,0.014000,1.433893228e2,4.365575967e2,1.463132402e3,8.956114056e1,-1.520e-14,4.103062,1.224238
29,0.014500,1.433674945e2,4.365734987e2,1.463399757e3,8.856917542e1,-4.999e-14,4.057469,1.210458
30,0.015000,1.433456654e2,4.365883947e2,1.463661005e3,8.757570777e1,-7.889e-14,4.011820,1.196667
31,0.015500,1.433238357e2,4.366022836e2,1.463916134e3,8.658078164e1,-1.153e-14,3.966117,1.182865
32,0.016000,1.433020052e2,4.366151643e2,1.464165136e3,8.558444085e1,3.685e-15,3.920360,1.169054
33,0.016500,1.432801742e2,4.366270356e2,1.464407999e3,8.458672905e1,-8.931e-14,3.874553,1.155234
34,0.017000,1.432583425e2,4.366378966e2,1.464644715e3,8.358768970e1,-2.031e-14,3.828696,1.141406
