== scout: M=8 ic=adv nu=0.05 dt=0.00025 steps=400 lambda=-0.05 E0=144 engine=fft modes=2109 ==
step,t,E,D,D2,P_re,P_im,ratio_energy,ratio_enstrophy
0,0.000000,1.440000000e2,6.931937194e3,3.541327369e5,7.286794014e4,-1.782e-11,210.238316,4.115290
2,0.000500,1.436520824e2,6.983566344e3,3.590614911e5,6.588927357e4,-4.178e-12,188.698067,3.670083
4,0.001000,1.433017715e2,7.027528246e3,3.634325088e5,5.803901550e4,6.682e-12,165.176186,3.193936
6,0.001500,1.429494697e2,7.063102118e3,3.671843862e5,4.956071952e4,2.071e-11,140.336976,2.699500
8,0.002000,1.425956093e2,7.089814261e3,3.702743886e5,4.069798788e4,3.544e-11,114.806923,2.198261
10,0.002500,1.422406401e2,7.107432124e3,3.726780290e5,3.168470553e4,4.931e-11,89.159362,1.700380
12,0.003000,1.418850180e2,7.115949663e3,3.743880111e5,2.273729643e4,5.918e-11,63.905164,1.214638
14,0.003500,1.415291937e2,7.115565988e3,3.754126877e5,1.404888372e4,6.789e-11,39.487748,0.748450
16,0.004000,1.411736036e2,7.106659130e3,3.757741722e5,5.785181246e3,8.149e-11,16.281015,0.307907
18,0.004500,1.408186612e2,7.089756599e3,3.755062221e5,-1.918061341e3,9.566e-11,-5.410796,-0.102159
20,0.005000,1.404647505e2,7.065504203e3,3.746519990e5,-8.956220177e3,9.199e-11,-25.351963,-0.478109
22,0.005500,1.401122211e2,7.034634454e3,3.732617953e5,-1.525570401e4,1.057e-10,-43.373125,-0.817426
24,0.006000,1.397613843e2,6.997935758e3,3.713908098e5,-2.077273168e4,1.110e-10,-59.368169,-1.118645
26,0.006500,1.394125111e2,6.956223448e3,3.690970432e5,-2.549110873e4,1.152e-10,-73.290080,-1.381269
28,0.007000,1.390658319e2,6.910313579e3,3.664393778e5,-2.941915191e4,1.246e-10,-85.145635,-1.605676
30,0.007500,1.387215365e2,6.861000239e3,3.634758939e5,-3.258594395e4,1.234e-10,-94.988902,-1.793018
32,0.008000,1.383797761e2,6.809036935e3,3.602624629e5,-3.503713912e4,1.288e-10,-102.913641,-1.945090
34,0.008500,1.380406653e2,6.755122346e3,3.568516428e5,-3.683057305e4,1.293e-10,-109.044873,-2.064195
36,0.009000,1.377042858e2,6.699890504e3,3.532918813e5,-3.803194559e4,1.319e-10,-113.530051,-2.153004
38,0.009500,1.373706888e2,6.643905184e3,3.496270169e5,-3.871083640e4,1.375e-10,-116.530370,-2.214408
40,0.010000,1.370398996e2,6.587658024e3,3.458960470e5,-3.893727455e4,1.398e-10,-118.212799,-2.251386
