== scout: M=32 ic=adv nu=0.05 dt=0.000025 steps=400 lambda=-0.05 E0=144 engine=fft modes=137065 ==
step,t,E,D,D2,P_re,P_im,ratio_energy,ratio_enstrophy
0,0.000000,1.440000000e2,1.141322007e5,9.530833342e7,3.147224672e7,-3.758e-9,5515.051232,6.604301
1,0.000025,1.437130564e2,1.153934983e5,9.721367399e7,2.846386327e7,-1.809e-10,4933.356504,5.855938
2,0.000050,1.434231709e2,1.164795462e5,9.890158646e7,2.466829503e7,3.859e-9,4235.644083,4.988453
3,0.000075,1.431308269e2,1.173558398e5,1.003263962e8,2.026204560e7,8.135e-9,3453.095411,4.039225
4,0.000100,1.428365819e2,1.179976170e5,1.014554002e8,1.545147096e7,1.378e-8,2618.946272,3.045963
5,0.000125,1.425410421e2,1.183908886e5,1.022697607e8,1.045582106e7,1.645e-8,1766.321916,2.044753
6,0.000150,1.422448348e2,1.185326491e5,1.027643945e8,5.491477531e6,1.922e-8,926.576361,1.068751
7,0.000175,1.419485814e2,1.184303308e5,1.029470065e8,7.573859179e5,2.311e-8,127.904045,0.147141
8,0.000200,1.416528732e2,1.181005659e5,1.028363863e8,-3.578116696e6,2.553e-8,-605.944039,-0.695885
9,0.000225,1.413582499e2,1.175673450e5,1.024600920e8,-7.388259585e6,2.712e-8,-1256.855734,-1.442173
10,0.000250,1.410651844e2,1.168597187e5,1.018516833e8,-1.059518276e7,2.936e-8,-1813.316493,-2.080512
11,0.000275,1.407740732e2,1.160092608e5,1.010477462e8,-1.317213999e7,3.137e-8,-2270.877323,-2.607112
12,0.000300,1.404852333e2,1.150475814e5,1.000850165e8,-1.513957663e7,3.623e-8,-2631.880904,-3.025343
13,0.000325,1.401989050e2,1.140041937e5,9.899794250e7,-1.655525630e7,3.962e-8,-2904.324087,-3.344566
14,0.000350,1.399152591e2,1.129049992e5,9.781697556e7,-1.750003932e7,4.476e-8,-3099.958273,-3.578119
15,0.000375,1.396344073e2,1.117715385e5,9.656775618e7,-1.806210525e7,5.055e-8,-3231.968620,-3.740815
16,0.000400,1.393564131e2,1.106210031e5,9.527118291e7,-1.832288215e7,5.456e-8,-3312.731153,-3.846469
17,0.000425,1.390813018e2,1.094668463e5,9.394417300e7,-1.834747028e7,6.004e-8,-3352.151067,-3.906037
18,0.000450,1.388090690e2,1.083197237e5,9.260079339e7,-1.818106413e7,6.689e-8,-3356.925868,-3.926762
19,0.000475,1.385396861e2,1.071884591e5,9.125339984e7,-1.785122794e7,7.255e-8,-3330.811562,-3.912452
20,0.000500,1.382731038e2,1.060807788e5,8.991347633e7,-1.737441456e7,7.875e-8,-3275.695137,-3.864696
