== scout: M=16 ic=adv nu=0.05 dt=0.000125 steps=800 lambda=-0.05 E0=144 engine=fft modes=17077 ==
step,t,E,D,D2,P_re,P_im,ratio_energy,ratio_enstrophy
0,0.000000,1.440000000e2,2.831338370e4,5.877944226e6,1.474148314e6,-1.585e-10,1041.308470,5.015864
2,0.000250,1.432854353e2,2.882335174e4,6.077181506e6,1.143089231e6,2.968e-10,793.168845,3.761906
4,0.000500,1.425604719e2,2.913799316e4,6.216918618e6,7.216823512e5,6.599e-10,495.354877,2.321672
6,0.000750,1.418303876e2,2.923182453e4,6.287940227e6,2.823492779e5,1.025e-9,193.179374,0.898066
8,0.001000,1.411006510e2,2.911441031e4,6.291880357e6,-1.103136271e5,1.384e-9,-75.779400,-0.350654
10,0.001250,1.403761283e2,2.882251708e4,6.238728276e6,-4.132069163e5,1.457e-9,-286.725073,-1.324651
12,0.001500,1.396605568e2,2.840727994e4,6.143024134e6,-6.110289130e5,1.745e-9,-430.191778,-1.989342
14,0.001750,1.389563602e2,2.792052151e4,6.019895091e6,-7.136144183e5,2.005e-9,-511.175565,-2.370853
16,0.002000,1.382647704e2,2.740459520e4,5.882109870e6,-7.454262125e5,2.324e-9,-544.015489,-2.534554
18,0.002250,1.375861276e2,2.688840549e4,5.738876149e6,-7.327720051e5,2.619e-9,-545.046827,-2.553713
20,0.002500,1.369202062e2,2.638891553e4,5.596185493e6,-6.956195724e5,2.839e-9,-527.205881,-2.486049
22,0.002750,1.362664662e2,2.591486852e4,5.457773260e6,-6.467941156e5,3.111e-9,-499.168356,-2.370176
24,0.003000,1.356242203e2,2.546957420e4,5.325792668e6,-5.956006383e5,3.332e-9,-467.695795,-2.236665
26,0.003250,1.349927551e2,2.505185622e4,5.200961337e6,-5.507634114e5,3.642e-9,-439.698685,-2.117929
28,0.003500,1.343714401e2,2.465634331e4,5.082557376e6,-5.199983846e5,3.879e-9,-421.796840,-2.046208
30,0.003750,1.337598211e2,2.427464565e4,4.968739430e6,-5.073074745e5,4.040e-9,-417.973125,-2.041997
32,0.004000,1.331576665e2,2.389784130e4,4.857311384e6,-5.108540220e5,4.211e-9,-427.531521,-2.103444
34,0.004250,1.325649434e2,2.351941494e4,4.746650001e6,-5.233384514e5,4.348e-9,-445.026760,-2.205085
36,0.004500,1.319817281e2,2.313735809e4,4.636379759e6,-5.347101214e5,4.494e-9,-462.204993,-2.306585
38,0.004750,1.314080837e2,2.275463016e4,4.527536231e6,-5.356711399e5,4.589e-9,-470.823860,-2.366281
40,0.005000,1.308439481e2,2.237801372e4,4.422225037e6,-5.203979742e5,4.608e-9,-465.097556,-2.353557
42,0.005250,1.302890632e2,2.201599953e4,4.322975817e6,-4.876983591e5,4.670e-9,-443.039943,-2.256309
44,0.005500,1.297429613e2,2.167650687e4,4.232045656e6,-4.406385670e5,4.690e-9,-406.558649,-2.082390
46,0.005750,1.292050038e2,2.136509089e4,4.150877980e6,-3.851306964e5,4.621e-9,-360.523340,-1.855659
48,0.006000,1.286744535e2,2.108399873e4,4.079830610e6,-3.280923904e5,4.540e-9,-311.224066,-1.608363
50,0.006250,1.281505598e2,2.083213799e4,4.018191877e6,-2.757315638e5,4.454e-9,-264.717490,-1.372416
52,0.006500,1.276326341e2,2.060578160e4,3.964428196e6,-2.323510997e5,4.363e-9,-225.520297,-1.172180
54,0.006750,1.271201025e2,2.039969038e4,3.916561814e6,-1.998514319e5,4.256e-9,-195.935750,-1.020545
56,0.007000,1.266125282e2,2.020830514e4,3.872568006e6,-1.778865345e5,4.171e-9,-176.052898,-0.918701
58,0.007250,1.261096070e2,2.002672888e4,3.830701674e6,-1.644688662e5,4.097e-9,-164.249356,-0.858688
60,0.007500,1.256111418e2,1.985134234e4,3.789701251e6,-1.567606829e5,4.003e-9,-157.934592,-0.827298
62,0.007750,1.251170075e2,1.968002312e4,3.748858248e6,-1.518230235e5,3.938e-9,-154.291509,-0.809969
64,0.008000,1.246271142e2,1.951203283e4,3.707972546e6,-1.471773922e5,3.894e-9,-150.858082,-0.793843
66,0.008250,1.241413765e2,1.934768556e4,3.667231479e6,-1.411246130e5,3.843e-9,-145.882682,-0.769652
68,0.008500,1.236596926e2,1.918791952e4,3.627055253e6,-1.328336257e5,3.828e-9,-138.455475,-0.732460
70,0.008750,1.231819336e2,1.903387534e4,3.587945701e6,-1.222523742e5,3.814e-9,-128.457681,-0.681462
72,0.009000,1.227079434e2,1.888655300e4,3.550364198e6,-1.099073065e5,3.840e-9,-116.386835,-0.619133
74,0.009250,1.222375452e2,1.874658593e4,3.514652043e6,-9.665526406e4,3.860e-9,-103.117724,-0.550013
76,0.009500,1.217705519e2,1.861414135e4,3.480995524e6,-8.343943259e4,3.899e-9,-89.651659,-0.479400
78,0.009750,1.213067783e2,1.848893419e4,3.449429850e6,-7.108576021e4,3.951e-9,-76.895466,-0.412159
80,0.010000,1.208460507e2,1.837032729e4,3.419871404e6,-6.016186227e4,4.032e-9,-65.498955,-0.351837
82,0.010250,1.203882144e2,1.825748316e4,3.392165780e6,-5.090845149e4,4.115e-9,-55.767217,-0.300153
84,0.010500,1.199331363e2,1.814953051e4,3.366139107e6,-4.324319517e4,4.206e-9,-47.652136,-0.256931
86,0.010750,1.194807040e2,1.804571130e4,3.341641736e6,-3.682737993e4,4.304e-9,-40.815659,-0.220415
88,0.011000,1.190308213e2,1.794548161e4,3.318576182e6,-3.117665595e4,4.379e-9,-34.745967,-0.187892
90,0.011250,1.185834028e2,1.784855089e4,3.296905138e6,-2.578996122e4,4.465e-9,-28.898661,-0.156450
92,0.011500,1.181383672e2,1.775485835e4,3.276639843e6,-2.026798425e4,4.525e-9,-22.830916,-0.123712
94,0.011750,1.176956325e2,1.766449855e4,3.257813427e6,-1.439602994e4,4.598e-9,-16.299393,-0.088378
96,0.012000,1.172551135e2,1.757761870e4,3.240446949e6,-8.175685897e3,4.655e-9,-9.302382,-0.050460
98,0.012250,1.168167219e2,1.749431473e4,3.224517079e6,-1.802756340e3,4.685e-9,-2.060963,-0.011182
100,0.012500,1.163803684e2,1.741455045e4,3.209933401e6,4.398252976e3,4.703e-9,5.051239,0.027404
102,0.012750,1.159459667e2,1.733811693e4,3.196530571e6,1.006379754e4,4.707e-9,11.608870,0.062967
104,0.013000,1.155134380e2,1.726463797e4,3.184076821e6,1.488259447e4,4.690e-9,17.240552,0.093481
106,0.013250,1.150827145e2,1.719361700e4,3.172296661e6,1.866861953e4,4.701e-9,21.715756,0.117698
108,0.013500,1.146537413e2,1.712451223e4,3.160902830e6,2.140250937e4,4.674e-9,24.996343,0.135420
110,0.013750,1.142264772e2,1.705682257e4,3.149631146e6,2.323635397e4,4.643e-9,27.245818,0.147550
112,0.014000,1.138008918e2,1.699016636e4,3.138271910e6,2.446453132e4,4.615e-9,28.798460,0.155911
114,0.014250,1.133769622e2,1.692433798e4,3.126692676e6,2.546888391e4,4.576e-9,30.097347,0.162913
116,0.014500,1.129546683e2,1.685933257e4,3.114849086e6,2.664969391e4,4.530e-9,31.614174,0.171114
118,0.014750,1.125339874e2,1.679533515e4,3.102782618e6,2.835476950e4,4.493e-9,33.765054,0.182770
