== scout: M=16 ic=adv nu=0.05 dt=0.000125 steps=48000 lambda=0.05 E0=144 engine=fft modes=17077 ==
step,t,E,D,D2,P_re,P_im,ratio_energy,ratio_enstrophy
0,0.000000,1.440000000e2,2.831338370e4,5.877944226e6,-1.474148314e6,1.585e-10,-1041.308470,-5.015864
80,0.010000,1.214563544e2,2.051911574e4,4.022388388e6,-1.841180475e5,4.726e-9,-179.460021,-0.915466
160,0.020000,1.037478415e2,1.594166371e4,2.964118412e6,2.563494429e4,4.864e-9,32.160940,0.172968
240,0.030000,8.921651462e1,1.310568267e4,2.425281082e6,2.396417093e4,4.288e-9,36.570656,0.197620
320,0.040000,7.700664432e1,1.134198325e4,2.064150787e6,2.244787732e4,3.517e-9,39.583690,0.217502
400,0.050000,6.642239809e1,9.861546953e3,1.802474148e6,1.514155165e4,2.251e-9,30.708269,0.168009
480,0.060000,5.730865363e1,8.439078421e3,1.555370487e6,2.060808174e4,1.582e-9,48.839650,0.264993
560,0.070000,4.942563836e1,7.312704190e3,1.350632494e6,9.649757228e3,9.967e-10,26.391761,0.142892
640,0.080000,4.266387973e1,6.234677930e3,1.142341413e6,5.818939316e3,9.192e-10,18.666367,0.101877
720,0.090000,3.693156206e1,5.248117125e3,9.440325646e5,1.459718274e3,1.311e-9,5.562827,0.030925
800,0.100000,3.209989587e1,4.457794111e3,7.904538694e5,6.120631096e3,2.326e-9,27.460358,0.154864
880,0.110000,2.795113454e1,3.858281872e3,6.852572269e5,6.635931769e3,2.565e-9,34.398377,0.193677
960,0.120000,2.435839711e1,3.336986863e3,5.918255738e5,4.901572980e3,1.852e-9,29.377239,0.165642
1040,0.130000,2.126073386e1,2.866073785e3,5.043865643e5,2.905509091e3,1.122e-9,20.275187,0.115210
1120,0.140000,1.860656965e1,2.454759455e3,4.267241515e5,2.730116259e3,5.259e-10,22.243452,0.127957
1200,0.150000,1.632488316e1,2.120652096e3,3.653222112e5,3.254074352e3,4.143e-10,30.689375,0.178148
1280,0.160000,1.434573512e1,1.845268536e3,3.164941102e5,3.110911363e3,7.315e-10,33.717709,0.196586
1360,0.170000,1.262221222e1,1.606701753e3,2.743817496e5,2.493188213e3,9.734e-10,31.034860,0.181731
1440,0.180000,1.112355397e1,1.394801314e3,2.365217356e5,1.860536723e3,9.935e-10,26.678161,0.157325
1520,0.190000,9.824116220e0,1.208391922e3,2.030966721e5,1.481777083e3,9.849e-10,24.524776,0.145918
1600,0.200000,8.698273584e0,1.047352377e3,1.744946599e5,1.267583776e3,9.886e-10,24.205488,0.145286
1680,0.210000,7.721889005e0,9.088596328e2,1.502046602e5,1.086265137e3,9.079e-10,23.903914,0.144638
1760,0.220000,6.874273919e0,7.892369848e2,1.293960282e5,9.066615493e2,7.289e-10,22.975648,0.140137
1840,0.230000,6.138128261e0,6.855051482e2,1.114027898e5,7.428217496e2,5.115e-10,21.672244,0.133358
1920,0.240000,5.498677148e0,5.955494997e2,9.580307118e4,6.088298239e2,3.160e-10,20.445986,0.127100
2000,0.250000,4.942973750e0,5.177656813e2,8.232483898e4,5.074763773e2,1.709e-10,19.602550,0.123286
2080,0.260000,4.459560972e0,4.507378064e2,7.074165756e4,4.317544027e2,7.600e-11,19.157674,0.122065
2160,0.270000,4.038364463e0,3.931138820e2,6.082608236e4,3.736567950e2,1.866e-11,19.010104,0.122861
2240,0.280000,3.670622570e0,3.436253768e2,5.235796133e4,3.269936937e2,-1.567e-11,19.031987,0.124907
2320,0.290000,3.348790287e0,3.011117970e2,4.513254238e4,2.876311999e2,-3.775e-11,19.104612,0.127461
2400,0.300000,3.066417032e0,2.645490318e2,3.896781902e4,2.538080139e2,-5.303e-11,19.187975,0.130265
2480,0.310000,2.818002859e0,2.330586622e2,3.370688770e4,2.246647624e2,-6.326e-11,19.279675,0.133305
2560,0.320000,2.598859758e0,2.058918549e2,2.921374011e4,1.993894232e2,-6.906e-11,19.368364,0.136504
2640,0.330000,2.404991331e0,1.824117942e2,2.537065500e4,1.773505025e2,-7.129e-11,19.445070,0.139808
2720,0.340000,2.232987631e0,1.620801529e2,2.207785711e4,1.581378383e2,-7.105e-11,19.513535,0.143255
2800,0.350000,2.079933758e0,1.444426019e2,1.925213504e4,1.414061759e2,-6.926e-11,19.579566,0.146899
2880,0.360000,1.943333461e0,1.291138155e2,1.682401823e4,1.267896642e2,-6.651e-11,19.639984,0.150725
2960,0.370000,1.821046689e0,1.157649079e2,1.473487850e4,1.139228151e2,-6.320e-11,19.681753,0.154630
3040,0.380000,1.711238013e0,1.041142440e2,1.293479258e4,1.024902301e2,-5.958e-11,19.688032,0.158472
3120,0.390000,1.612332848e0,9.392081829e1,1.138116661e4,9.225565439e1,-5.588e-11,19.645411,0.162120
3200,0.400000,1.522979505e0,8.497903226e1,1.003778795e4,8.306031110e1,-5.226e-11,19.548425,0.165495
3280,0.410000,1.442016135e0,7.711407231e1,8.874014405e3,7.480081360e1,-4.881e-11,19.400042,0.168584
3360,0.420000,1.368442122e0,7.017757359e1,7.863979355e3,6.740246411e1,-4.556e-11,19.209118,0.171421
3440,0.430000,1.301393691e0,6.404359067e1,6.985822235e3,6.079920986e1,-4.253e-11,18.986821,0.174065
3520,0.440000,1.240123317e0,5.860500254e1,6.220997511e3,5.492366090e1,-3.970e-11,18.743677,0.176575
3600,0.450000,1.183982490e0,5.377043858e1,5.553698634e3,4.970505035e1,-3.706e-11,18.487872,0.178998
3680,0.460000,1.132407279e0,4.946172717e1,4.970400577e3,4.507133790e1,-3.459e-11,18.224733,0.181359
3760,0.470000,1.084906210e0,4.561180690e1,4.459502195e3,4.095243958e1,-3.227e-11,17.956947,0.183664
3840,0.480000,1.041050043e0,4.216301785e1,4.011043080e3,3.728300745e1,-3.008e-11,17.685170,0.185902
3920,0.490000,1.000463094e0,3.906569438e1,3.616473164e3,3.400426500e1,-2.801e-11,17.408760,0.188052
4000,0.500000,9.628158438e-1,3.627699583e1,3.268459840e3,3.106491486e1,-2.604e-11,17.126509,0.190089
4080,0.510000,9.278186153e-1,3.375992569e1,2.960722942e3,2.842127395e1,-2.415e-11,16.837285,0.191989
4160,0.520000,8.952161583e-1,3.148250090e1,2.687891296e3,2.603680258e1,-2.235e-11,16.540492,0.193734
4240,0.530000,8.647829992e-1,2.941704170e1,2.445376573e3,2.388120652e1,-2.062e-11,16.236307,0.195317
4320,0.540000,8.363194510e-1,2.753955961e1,2.229261568e3,2.192931577e1,-1.897e-11,15.925684,0.196741
4400,0.550000,8.096481932e-1,2.582922784e1,2.036201161e3,2.015994567e1,-1.741e-11,15.610181,0.198015
4480,0.560000,7.846113451e-1,2.426792322e1,1.863335133e3,1.855490493e1,-1.593e-11,15.291712,0.199158
4560,0.570000,7.610679642e-1,2.283983195e1,1.708212415e3,1.709824036e1,-1.453e-11,14.972300,0.200189
4640,0.580000,7.388919092e-1,2.153111303e1,1.568726362e3,1.577572805e1,-1.322e-11,14.653890,0.201128
4720,0.590000,7.179700145e-1,2.032961310e1,1.443060280e3,1.457456298e1,-1.200e-11,14.338259,0.201995
4800,0.600000,6.982005257e-1,1.922462624e1,1.329642095e3,1.348317436e1,-1.087e-11,14.026982,0.202809
4880,0.610000,6.794917563e-1,1.820669210e1,1.227106751e3,1.249110023e1,-9.827e-12,13.721438,0.203586
4960,0.620000,6.617609292e-1,1.726742605e1,1.134264938e3,1.158887844e1,-8.866e-12,13.422821,0.204342
