== scout: M=8 ic=null nu=0.05 dt=0.0005 steps=12000 lambda=0.05 E0=144 engine=fft modes=2109 ==
step,t,E,D,D2,P_re,P_im,ratio_energy,ratio_enstrophy
0,0.000000,1.440000000e2,6.931937194e3,3.541327369e5,-2.185563415e3,-1.081e-11,-6.305780,-0.123432
20,0.010000,1.372902717e2,6.472834976e3,3.274108342e5,-8.284923042e3,5.014e-11,-25.599055,-0.506087
40,0.020000,1.310543176e2,6.017347108e3,3.007024073e5,-4.861771018e3,8.524e-11,-16.159184,-0.323361
60,0.030000,1.252265109e2,5.644448399e3,2.801245656e5,-3.896717339e3,7.082e-11,-13.807256,-0.278213
80,0.040000,1.197612443e2,5.283083867e3,2.599065799e5,-5.709357497e3,7.866e-11,-21.613730,-0.439339
100,0.050000,1.146660316e2,4.911876875e3,2.379888140e5,-5.414207991e3,8.416e-11,-22.045373,-0.454997
120,0.060000,1.099111284e2,4.612916556e3,2.206770837e5,-1.943978622e3,8.915e-11,-8.428414,-0.176183
140,0.070000,1.054225190e2,4.367659898e3,2.071521076e5,-1.517566379e3,7.355e-11,-6.949105,-0.146517
160,0.080000,1.011709330e2,4.139087247e3,1.948606951e5,-1.064739253e3,6.614e-11,-5.144802,-0.109282
180,0.090000,9.713490290e1,3.937630045e3,1.844236865e5,-2.146178455e2,6.188e-11,-1.090086,-0.023274
200,0.100000,9.328919110e1,3.755504734e3,1.752122713e5,-1.504654068e2,6.190e-11,-0.801306,-0.017175
220,0.110000,8.962245227e1,3.578143552e3,1.662181019e5,-5.416679413e2,5.358e-11,-3.027648,-0.065176
240,0.120000,8.613274827e1,3.401450133e3,1.571388798e5,-9.355888608e2,5.452e-11,-5.501118,-0.119078
260,0.130000,8.281843965e1,3.228251530e3,1.480776968e5,-1.060961536e3,4.943e-11,-6.572979,-0.143298
280,0.140000,7.967277647e1,3.065411064e3,1.395156963e5,-7.930831022e2,5.060e-11,-5.174400,-0.113691
