== scout: M=2 ic=adv nu=0.05 dt=0.0005 steps=12000 lambda=-0.05 E0=144 engine=fft modes=33 ==
step,t,E,D,D2,P_re,P_im,ratio_energy,ratio_enstrophy
0,0.000000,1.440000000e2,4.357101449e2,1.453217391e3,1.165407202e2,-3.568e-14,5.349461,1.603899
20,0.010000,1.435639153e2,4.363943232e2,1.460775029e3,9.743742411e1,-1.376e-13,4.465568,1.334051
40,0.020000,1.431273437e2,4.366817919e2,1.465935408e3,7.756798739e1,-4.693e-14,3.552609,1.058273
60,0.030000,1.426906871e2,4.365632496e2,1.468616109e3,5.728535965e1,2.980e-14,2.624378,0.780127
80,0.040000,1.422543534e2,4.360362556e2,1.468775790e3,3.691841688e1,2.310e-14,1.693365,0.502710
100,0.050000,1.418187495e2,4.351048185e2,1.466413544e3,1.678267331e1,7.962e-14,0.771431,0.228894
120,0.060000,1.413842752e2,4.337791656e2,1.461569001e3,-2.812869252e0,2.175e-14,-0.129691,-0.038491
140,0.070000,1.409513172e2,4.320755963e2,1.454322534e3,-2.156428210e1,8.797e-14,-0.998172,-0.296554
160,0.080000,1.405202427e2,4.300163046e2,1.444794854e3,-3.917714829e1,2.493e-14,-1.822124,-0.542321
180,0.090000,1.400913940e2,4.276290603e2,1.433145342e3,-5.537629602e1,1.331e-13,-2.589922,-0.772794
200,0.100000,1.396650830e2,4.249466563e2,1.419568630e3,-6.991932713e1,9.894e-14,-3.290734,-0.985079
220,0.110000,1.392415867e2,4.220060690e2,1.404289198e3,-8.261175991e1,1.766e-13,-3.915193,-1.176563
240,0.120000,1.388211436e2,4.188473289e2,1.387554057e3,-9.332124420e1,1.418e-13,-4.456098,-1.345119
260,0.130000,1.384039509e2,4.155121431e2,1.369623892e3,-1.019883180e2,1.831e-13,-4.909042,-1.489289
280,0.140000,1.379901641e2,4.120423677e2,1.350763296e3,-1.086315646e2,2.034e-13,-5.272835,-1.608447
300,0.150000,1.375798975e2,4.084784532e2,1.331230948e3,-1.133457478e2,1.243e-13,-5.549656,-1.702871
320,0.160000,1.371732260e2,4.048580129e2,1.311270621e3,-1.162924541e2,2.860e-13,-5.744851,-1.773737
340,0.170000,1.367701891e2,4.012146578e2,1.291103895e3,-1.176838121e2,2.386e-13,-5.866377,-1.822995
360,0.180000,1.363707947e2,3.975772194e2,1.270925280e3,-1.177608468e2,2.686e-13,-5.923923,-1.853151
380,0.190000,1.359750247e2,3.939694443e2,1.250900195e3,-1.167688129e2,2.397e-13,-5.927811,-1.866957
400,0.200000,1.355828396e2,3.904101893e2,1.231165910e3,-1.149323318e2,2.544e-13,-5.887773,-1.867049
420,0.210000,1.351941832e2,3.869140882e2,1.211835255e3,-1.124332751e2,3.134e-13,-5.811795,-1.855587
440,0.220000,1.348089865e2,3.834926070e2,1.193002520e3,-1.093940859e2,3.172e-13,-5.705147,-1.833929
460,0.230000,1.344271699e2,3.801553522e2,1.174750757e3,-1.058686478e2,3.509e-13,-5.569757,-1.802402
480,0.240000,1.340486447e2,3.769114674e2,1.157159479e3,-1.018419864e2,3.863e-13,-5.404027,-1.760207
500,0.250000,1.336733126e2,3.737709378e2,1.140311718e3,-9.723910859e1,3.871e-13,-5.203139,-1.705483
520,0.260000,1.333010644e2,3.707456234e2,1.124299424e3,-9.194226773e1,3.467e-13,-4.959857,-1.635548
540,0.270000,1.329317782e2,3.678498736e2,1.109226363e3,-8.581498699e1,2.975e-13,-4.665761,-1.547294
560,0.280000,1.325653159e2,3.651006108e2,1.095207929e3,-7.873037297e1,3.445e-13,-4.312804,-1.437725
580,0.290000,1.322015218e2,3.625168323e2,1.082367619e3,-7.060068895e1,3.506e-13,-3.895030,-1.304560
600,0.300000,1.318402204e2,3.601185410e2,1.070830269e3,-6.140488840e1,3.097e-13,-3.410260,-1.146865
620,0.310000,1.314812164e2,3.579251807e2,1.060712587e3,-5.121087392e1,3.121e-13,-2.861541,-0.965594
640,0.320000,1.311242960e2,3.559537137e2,1.052111789e3,-4.018965545e1,2.506e-13,-2.258139,-0.763981
660,0.330000,1.307692308e2,3.542165262e2,1.045093494e3,-2.861931376e1,3.787e-13,-1.615922,-0.547689
680,0.340000,1.304157829e2,3.527193788e2,1.039680147e3,-1.687767738e1,3.862e-13,-0.957003,-0.324671
700,0.350000,1.300637128e2,3.514596269e2,1.035841294e3,-5.423801115e0,3.537e-13,-0.308644,-0.104723
720,0.360000,1.297127885e2,3.504249216e2,1.033486907e3,5.230430831e0,3.536e-13,0.298519,0.101219
740,0.370000,1.293627954e2,3.495925635e2,1.032464717e3,1.455611125e1,3.668e-13,0.832747,0.281968
760,0.380000,1.290135468e2,3.489296179e2,1.032562115e3,2.204715919e1,3.329e-13,1.263702,0.427038
780,0.390000,1.286648937e2,3.483938326e2,1.033512751e3,2.726031765e1,3.608e-13,1.564914,0.527527
800,0.400000,1.283167333e2,3.479353138e2,1.035007463e3,2.985133660e1,3.679e-13,1.715913,0.576833
820,0.410000,1.279690157e2,3.474988455e2,1.036708750e3,2.960378928e1,4.177e-13,1.703821,0.571111
840,0.420000,1.276217475e2,3.470266714e2,1.038267644e3,2.644780930e1,4.064e-13,1.524252,0.509460
860,0.430000,1.272749933e2,3.464615201e2,1.039341607e3,2.046718321e1,4.294e-13,1.181498,0.393849
880,0.440000,1.269288734e2,3.457496338e2,1.039612048e3,1.189452317e1,3.996e-13,0.688043,0.228826
900,0.450000,1.265835589e2,3.448435716e2,1.038800114e3,1.095491597e0,4.536e-13,0.063536,0.021091
920,0.460000,1.262392641e2,3.437045903e2,1.036679674e3,-1.145591175e1,5.417e-13,-0.666614,-0.221012
940,0.470000,1.258962369e2,3.423044513e2,1.033086700e3,-2.520828535e1,4.107e-13,-1.472858,-0.488019
960,0.480000,1.255547479e2,3.406265654e2,1.027924663e3,-3.956696014e1,4.456e-13,-2.323187,-0.769842
980,0.490000,1.252150780e2,3.386664435e2,1.021165876e3,-5.392838944e1,4.499e-13,-3.184750,-1.056212
1000,0.500000,1.248775067e2,3.364314800e2,1.012849081e3,-6.771225785e1,4.380e-13,-4.025322,-1.337065
1020,0.510000,1.245423006e2,3.339401365e2,1.003073793e3,-8.038939516e1,3.899e-13,-4.814599,-1.602861
1040,0.520000,1.242097026e2,3.312206277e2,9.919920663e2,-9.150429141e1,4.378e-13,-5.525277,-1.844859
1060,0.530000,1.238799234e2,3.283092243e2,9.797984253e2,-1.006916849e2,4.458e-13,-6.133954,-2.055355
1080,0.540000,1.235531340e2,3.252482950e2,9.667186795e2,-1.076872391e2,4.329e-13,-6.621848,-2.227892
1100,0.550000,1.232294612e2,3.220842021e2,9.529982738e2,-1.123326857e2,3.939e-13,-6.975361,-2.357458
1120,0.560000,1.229089839e2,3.188651571e2,9.388907468e2,-1.145759843e2,4.332e-13,-7.186485,-2.440667
1140,0.570000,1.225917332e2,3.156391289e2,9.246467671e2,-1.144670758e2,3.428e-13,-7.253035,-2.475909
1160,0.580000,1.222776927e2,3.124518876e2,9.105041326e2,-1.121497523e2,3.620e-13,-7.178689,-2.463465
1180,0.590000,1.219668025e2,3.093452550e2,8.966790475e2,-1.078501058e2,2.864e-13,-6.972798,-2.405545
1200,0.600000,1.216589631e2,3.063556242e2,8.833589347e2,-1.018620141e2,3.072e-13,-6.649920,-2.306243
