M,n_modes,gamma,field,seed,sum_T,sum_absT,sum_A,r_cons,Pi_half,A_half,D_a,shell_n,shell_A,shell_absT,shell_sumT,D_b1,D_b2,secs
11,5574,0.000000,random,1,-1.0132339412e-11,3.8414240587e5,1.7512709137e7,2.638e-17,4.0038807931e2,1.5595300606e7,3.895046e4,1406,4.2200906804e6,9.7963032080e4,1.3255834406e3,4.307840e1,3.183572e3,0.39
11,5574,0.000000,random,2,8.6686213763e-13,3.8502207712e5,1.7505720289e7,2.251e-18,8.1681329132e2,1.5590019477e7,1.908639e4,1406,4.2172065880e6,9.9940059102e4,-2.8852935907e3,4.219736e1,1.461621e3,0.45
11,5574,0.000000,random,3,1.3415046851e-11,3.9804798766e5,1.7510312374e7,3.370e-17,2.1463547433e3,1.5592949971e7,7.264852e3,1406,4.2130505727e6,1.0582567111e5,3.9158293589e3,3.981123e1,1.075902e3,0.49
11,5574,0.000000,locked_plus,0,-3.2823121998e-10,5.1444943074e4,3.6973784361e7,6.380e-15,-2.0681367729e-10,3.3457208502e7,1.617746e17,1406,9.2244296887e6,1.8957536470e4,-1.6729284624e-11,4.865838e2,5.513942e17,0.36
11,5574,0.000000,locked_quad,0,8.2036422100e-10,6.8278756168e6,2.0159768609e7,1.201e-16,8.2757663835e4,1.8125007030e7,2.190130e2,1406,5.0419555608e6,2.0111039318e6,1.1576002627e5,2.507059e0,4.355524e1,0.40
11,5574,0.000000,arith,0,-1.7608137171e-10,1.0009184235e7,3.0951213094e7,1.759e-17,3.8631666896e3,2.7871358857e7,7.214641e3,1406,7.8464547160e6,2.1834914389e6,-9.8933192310e2,3.593536e0,7.931064e3,0.41
11,5574,1.833333,random,1,-5.5283468775e-16,3.8810687151e1,6.6353029947e2,1.424e-17,6.8755831263e-2,3.5507823539e2,5.164336e3,1406,4.8936743277e1,2.1454956258e0,-3.8159698145e-2,2.280906e1,1.282420e3,0.33
11,5574,1.833333,random,2,1.9625956676e-15,3.7809993433e1,6.6665085991e2,5.191e-17,-1.7266812853e-2,3.5521184568e2,2.057194e4,1406,4.8936013904e1,2.1750593858e0,3.7089383401e-2,2.249870e1,1.319408e3,0.33
11,5574,1.833333,random,3,1.2643965736e-15,3.5805191086e1,6.6587075929e2,3.531e-17,1.4742594023e-1,3.5476198591e2,2.406374e3,1406,4.8868495349e1,2.2764152924e0,-4.1122525163e-2,2.146730e1,1.188363e3,0.24
11,5574,1.833333,locked_plus,0,-1.3234957563e-14,4.7706263859e0,1.3166498992e3,2.774e-15,6.4298677602e-15,7.2504126800e2,1.127615e17,1406,1.0182253095e2,1.0262250905e0,1.0244694090e-15,9.922047e1,9.939050e16,0.35
11,5574,1.833333,locked_quad,0,-2.3946122862e-14,1.6059388658e2,8.3235751308e2,1.491e-16,2.4256567004e0,4.6154570331e2,1.902766e2,1406,6.5395739797e1,2.0134461341e1,6.3718814253e-1,3.247951e0,1.026318e2,0.36
11,5574,1.833333,arith,0,2.4011283413e-15,2.7718835996e2,1.1478105197e3,8.662e-18,2.7546258577e-1,6.6373465966e2,2.409527e3,1406,9.5636571966e1,2.0921378532e1,1.0197422125e-4,4.571237e0,9.378505e5,0.33
12,7152,0.000000,random,1,-1.3571366253e-12,6.0567731913e5,3.1322757508e7,2.241e-18,-2.8134195358e2,2.7994060944e7,9.950191e4,1578,6.5575235149e6,1.4179882935e5,5.7288930242e3,4.624526e1,1.144641e3,0.39
12,7152,0.000000,random,2,3.1079139262e-11,6.1753174492e5,3.1343474073e7,5.033e-17,3.2489200871e2,2.8016719457e7,8.623394e4,1578,6.5619998364e6,1.3467244370e5,5.3792330855e3,4.872563e1,1.219876e3,0.54
12,7152,0.000000,random,3,-7.7307049651e-12,6.0879834729e5,3.1338767655e7,1.270e-17,3.4229221573e3,2.8007930248e7,8.182462e3,1578,6.5675236568e6,1.4208238607e5,9.9410254381e3,4.622335e1,6.606485e2,0.41
12,7152,0.000000,locked_plus,0,-1.6313994600e-10,1.2264463155e5,6.6182157864e7,1.330e-15,-1.8985035766e-11,6.0081626795e7,3.164683e18,1578,1.4365937688e7,3.4119967962e4,-1.0834289021e-10,4.210419e2,1.325970e17,0.30
12,7152,0.000000,locked_quad,0,-1.9663275452e-9,1.2229163373e7,3.6091658953e7,1.608e-16,1.6573195540e5,3.2575438306e7,1.965550e2,1578,7.8608612052e6,3.1131640000e6,1.8639079240e5,2.525039e0,4.217409e1,0.35
12,7152,0.000000,arith,0,-6.1501026494e-11,1.8062453289e7,5.5752599604e7,3.405e-18,4.9174282888e3,5.0302016883e7,1.022933e4,1578,1.2278933938e7,3.3499012202e6,-2.8659196287e3,3.665461e0,4.284466e3,0.43
12,7152,1.833333,random,1,-9.1896976140e-16,3.9345073396e1,7.6339570805e2,2.336e-17,-2.1764740136e-1,4.0849472303e2,1.876865e3,1578,4.7337719887e1,2.0169902648e0,3.5509979822e-2,2.346948e1,1.333082e3,0.50
12,7152,1.833333,random,2,9.0921194185e-16,4.2596350751e1,7.6364754767e2,2.134e-17,-1.8182477557e-3,4.0894963451e2,2.249141e5,1578,4.7395931100e1,2.0264457196e0,-9.6415593414e-2,2.338870e1,4.915795e2,0.40
12,7152,1.833333,random,3,-3.2762421248e-15,3.9942473740e1,7.6014384145e2,8.202e-17,-1.0203611049e-1,4.0843822522e2,4.002879e3,1578,4.7290366402e1,1.9582229007e0,6.8779235306e-2,2.414963e1,6.875675e2,0.40
12,7152,1.833333,locked_plus,0,-1.1984340522e-14,4.9722691389e0,1.5108832866e3,2.410e-15,2.1076551420e-16,8.3498918496e2,3.961697e18,1578,9.8444251279e1,9.4173536942e-1,9.8098273753e-16,1.045349e2,1.003527e17,0.34
12,7152,1.833333,locked_quad,0,-3.1898095276e-14,1.8324758009e2,9.5698403927e2,1.741e-16,3.4712383906e0,5.3272363831e2,1.534679e2,1578,6.3440982657e1,1.9593366306e1,6.2105506123e-1,3.237881e0,1.021503e2,0.30
12,7152,1.833333,arith,0,2.0003530082e-17,3.2151598212e2,1.3335825991e3,6.222e-20,2.4987052571e-1,7.7074073096e2,3.084560e3,1578,9.3203238592e1,1.9769519350e1,-9.3532419810e-3,4.714492e0,9.964806e3,0.35
13,9170,0.000000,random,1,6.4144245471e-11,9.6882032173e5,5.5972586758e7,6.621e-17,5.5393425717e2,4.9999627971e7,9.026275e4,2018,1.1680059865e7,2.2804018556e5,5.8964865085e3,5.121931e1,1.980851e3,0.65
13,9170,0.000000,random,2,-4.1026737563e-11,9.6950296559e5,5.5930018450e7,4.232e-17,-4.0344302537e3,4.9965547813e7,1.238478e4,2018,1.1660445493e7,2.2024477601e5,-2.1644894007e3,5.294312e1,5.387158e3,0.58
13,9170,0.000000,random,3,1.0302869669e-11,9.6977224753e5,5.5983927695e7,1.062e-17,3.1039484059e3,5.0016147484e7,1.611372e4,2018,1.1687396168e7,2.2221135897e5,1.4384374084e3,5.259585e1,8.125064e3,0.54
13,9170,0.000000,locked_plus,0,-1.6346319853e-9,1.4464703983e5,1.1814767618e8,1.130e-14,-1.4168080043e-9,1.0721774685e8,7.567557e16,2018,2.5547518477e7,4.3274906193e4,-3.0358648928e-10,5.903541e2,8.415236e16,0.51
13,9170,0.000000,locked_quad,0,2.6366251404e-9,2.1836630335e7,6.4413617010e7,1.207e-16,2.6912155745e5,5.8092952792e7,2.158614e2,2018,1.3974259521e7,5.6143371610e6,3.0829339487e5,2.489031e0,4.532779e1,0.41
13,9170,0.000000,arith,0,-5.7299942569e-10,3.2457107331e7,1.0019575555e8,1.765e-17,5.4638041428e3,9.0402200964e7,1.654565e4,2018,2.1995062944e7,6.1496254675e6,-3.5814131875e3,3.576651e0,6.141448e3,0.56
13,9170,1.833333,random,1,-4.1485911928e-15,4.2699971575e1,8.7295574162e2,9.716e-17,8.9287912271e-3,4.6526996571e2,5.210895e4,2018,5.3515500232e1,2.0632380344e0,2.3748775539e-2,2.593763e1,2.253400e3,0.43
13,9170,1.833333,random,2,-8.2177374714e-15,4.5956453042e1,8.7642965768e2,1.788e-16,-1.5160294642e-1,4.6553766917e2,3.070769e3,2018,5.3584927068e1,2.0457233961e0,-5.1721058305e-2,2.619363e1,1.036037e3,0.50
13,9170,1.833333,random,3,2.8655463419e-16,4.3561148421e1,8.8018725754e2,6.578e-18,1.0557526140e-1,4.6552766155e2,4.409439e3,2018,5.3581819639e1,2.0105291567e0,7.6536337827e-3,2.665061e1,7.000834e3,0.36
13,9170,1.833333,locked_plus,0,-3.4128153455e-14,5.0725996535e0,1.7301148414e3,6.728e-15,-1.5341098211e-14,9.4948020359e2,6.189128e16,2018,1.1128535999e2,9.5292134588e-1,1.6732966466e-16,1.167834e2,6.650665e17,0.49
13,9170,1.833333,locked_quad,0,1.1021565605e-13,2.0874232632e2,1.0975422756e3,5.280e-16,3.3410805487e0,6.0709727921e2,1.817069e2,2018,7.1737600625e1,2.2426343326e1,6.3572819115e-1,3.198810e0,1.128432e2,0.51
13,9170,1.833333,arith,0,1.1376533396e-15,3.7222840530e2,1.5451068504e3,3.056e-18,2.2983532354e-1,8.8606641098e2,3.855223e3,2018,1.0627576166e2,2.3405277830e1,-9.7323666414e-3,4.540675e0,1.091983e4,0.59
14,11512,0.000000,random,1,3.2713387554e-11,1.4707546093e6,9.5127734135e7,2.224e-17,-4.8787384908e3,8.5586199018e7,1.754269e4,2342,1.8290145550e7,3.1565993860e5,1.2019500909e4,5.794256e1,1.521706e3,0.64
14,11512,0.000000,random,2,3.1302960224e-11,1.4736488161e6,9.5178518620e7,2.124e-17,-5.8606451740e3,8.5636246669e7,1.461209e4,2342,1.8305142566e7,3.0448330731e5,-2.9117330696e3,6.011871e1,6.286683e3,0.97
14,11512,0.000000,random,3,-1.4517453906e-10,1.4588703762e6,9.5151655154e7,9.951e-17,2.5166447977e3,8.5612033018e7,3.401832e4,2342,1.8307589734e7,3.0340700317e5,9.0998662993e3,6.034004e1,2.011853e3,0.78
14,11512,0.000000,locked_plus,0,1.6510455225e-9,2.1599247628e5,2.0087138201e8,7.644e-15,1.4818795080e-9,1.8346373651e8,1.238048e17,2342,4.0049919566e7,5.9050495229e4,6.9744032771e-10,6.782317e2,5.742415e16,0.75
14,11512,0.000000,locked_quad,0,-1.3202225091e-8,3.7147661656e7,1.0953415409e8,3.554e-16,4.5345504878e5,9.9455180368e7,2.193275e2,2342,2.1932391549e7,8.7276660832e6,5.3572169462e5,2.512973e0,4.093990e1,0.86
14,11512,0.000000,arith,0,-1.4880185972e-9,5.5463131532e7,1.7117820264e8,2.683e-17,1.0215139672e4,1.5537085457e8,1.520986e4,2342,3.4600555811e7,9.5092103348e6,1.6507435117e1,3.638636e0,2.096059e6,0.93
14,11512,1.833333,random,1,-1.0978089098e-14,4.2971788982e1,9.8816289670e2,2.555e-16,-1.0184428980e-1,5.3433745145e2,5.246612e3,2342,5.4860684560e1,1.9278869758e0,2.2225105661e-2,2.845638e1,2.468411e3,0.86
14,11512,1.833333,random,2,6.5440003676e-15,4.4371478975e1,9.9161763806e2,1.475e-16,-2.7608899267e-1,5.3454775545e2,1.936143e3,2342,5.4985502875e1,1.8636012910e0,1.9322922712e-2,2.950497e1,2.845610e3,0.79
14,11512,1.833333,random,3,2.6700646902e-15,4.3888787050e1,9.9133748134e2,6.084e-17,2.4339525691e-1,5.3444761014e2,2.195801e3,2342,5.4994822942e1,1.9231179629e0,5.6396806909e-2,2.859670e1,9.751407e2,0.88
14,11512,1.833333,locked_plus,0,-3.0367781179e-14,5.1939681727e0,1.9571746509e3,5.847e-15,-1.0109680427e-14,1.0894655827e3,1.077646e17,2342,1.1409336863e2,9.0123145982e-1,-2.1750552477e-15,1.265972e2,5.245539e16,0.64
14,11512,1.833333,locked_quad,0,-6.5426830620e-14,2.3515084924e2,1.2434209371e3,2.782e-16,4.0956541243e0,6.9727115667e2,1.702466e2,2342,7.3728977959e1,2.3013598398e1,7.1109043530e-1,3.203714e0,1.036844e2,0.66
14,11512,1.833333,arith,0,-2.9871369050e-14,4.2491751242e2,1.7654188612e3,7.030e-17,2.4920868058e-1,1.0238518411e3,4.108412e3,2342,1.0960373167e2,2.3581607624e1,3.4126325623e-3,4.647848e0,3.211706e4,1.09
15,14146,0.000000,random,1,-6.1483262925e-11,2.1502402491e6,1.5385603131e8,2.859e-17,-8.5915964134e3,1.3792392108e8,1.605335e4,2634,2.6994766956e7,4.1948390588e5,1.9440853758e4,6.435233e1,1.388559e3,0.94
15,14146,0.000000,random,2,-7.4848571785e-11,2.1428841261e6,1.5384831790e8,3.493e-17,-3.3805807692e3,1.3790815999e8,4.079422e4,2634,2.6983488510e7,4.0736879395e5,-1.1427157938e4,6.623848e1,2.361347e3,1.44
15,14146,0.000000,random,3,-3.6159519823e-11,2.1337550560e6,1.5384633174e8,1.695e-17,-3.0819829144e3,1.3790345663e8,4.474504e4,2634,2.6999481763e7,4.0945186300e5,1.1607773666e4,6.594055e1,2.325983e3,1.22
15,14146,0.000000,locked_plus,0,1.3384502395e-9,2.3176155353e5,3.2478984932e8,5.775e-15,1.1731495775e-9,2.9564484061e8,2.520095e17,2634,5.9033983939e7,6.7843067026e4,-2.0268853262e-10,8.701550e2,2.912547e17,1.33
15,14146,0.000000,locked_quad,0,-1.2914824765e-10,6.0098628282e7,1.7708102786e8,2.149e-18,7.4098995924e5,1.6021875408e8,2.162226e2,2634,3.2316763155e7,1.3011858093e7,7.5708662728e5,2.483639e0,4.268569e1,1.17
15,14146,0.000000,arith,0,1.6199201980e-9,9.0018946997e7,2.7797365168e8,1.800e-17,1.3305937225e4,2.5145038389e8,1.889761e4,2634,5.1268384484e7,1.4220613162e7,-1.1105260301e3,3.605216e0,4.616586e4,1.29
15,14146,1.833333,random,1,1.3279253998e-14,4.8984991698e1,1.1128046176e3,2.711e-16,-7.0713078361e-2,5.8830891940e2,8.319662e3,2634,5.4869483807e1,1.6894257275e0,4.1042828383e-2,3.247819e1,1.336884e3,1.06
15,14146,1.833333,random,2,-5.6279308470e-15,4.9960412067e1,1.1093700068e3,1.126e-16,-2.1882170576e-1,5.8883051980e2,2.690915e3,2634,5.4955213606e1,1.7816648357e0,4.0895289004e-2,3.084487e1,1.343803e3,0.99
15,14146,1.833333,random,3,5.2821245641e-15,4.3875284510e1,1.1024916554e3,1.204e-16,2.0984226654e-1,5.8835702420e2,2.803806e3,2634,5.4954008304e1,1.8268975482e0,4.5453039573e-2,3.008051e1,1.209028e3,1.01
15,14146,1.833333,locked_plus,0,-3.2821698308e-14,5.2319270629e0,2.1867230477e3,6.273e-15,-9.0906811565e-15,1.1996581331e3,1.319657e17,2634,1.1410793205e2,8.4977750212e-1,-1.6226965924e-15,1.342798e2,7.031994e16,0.91
15,14146,1.833333,locked_quad,0,9.7642380292e-14,2.6177163958e2,1.3908745479e3,3.730e-16,4.3432763627e0,7.6918021729e2,1.770968e2,2634,7.3715110941e1,2.3331088367e1,6.9147522516e-1,3.159523e0,1.066056e2,1.00
15,14146,1.833333,arith,0,-3.7128367871e-14,4.7800959709e2,1.9894606616e3,7.767e-17,2.5106879325e-1,1.1360065428e3,4.524682e3,2634,1.1027068607e2,2.4031240534e1,4.5428064247e-4,4.588639e0,2.427369e5,0.81
16,17076,0.000000,random,1,2.9160673876e-11,3.0198752881e6,2.3873409487e8,9.656e-18,3.3096366814e3,2.1472138724e8,6.487763e4,2930,3.8490786488e7,5.3713895337e5,-1.0428356772e4,7.165890e1,3.690973e3,1.77
16,17076,0.000000,random,2,-4.8885340220e-11,3.0180141622e6,2.3874200499e8,1.620e-17,1.4883457765e4,2.1472933294e8,1.442738e4,2930,3.8463081934e7,5.2864285545e5,7.0586222844e3,7.275816e1,5.449092e3,1.78
16,17076,0.000000,random,3,-1.2886403056e-10,3.0391840319e6,2.3870893589e8,4.240e-17,-1.1660895654e4,2.1470239852e8,1.841217e4,2930,3.8490869641e7,5.3520891768e5,-9.1786930473e2,7.191747e1,4.193502e4,1.67
16,17076,0.000000,locked_plus,0,5.8749645149e-9,3.3467990077e5,5.0403899487e8,1.755e-14,5.2956163898e-9,4.6023451243e8,8.690858e16,2930,8.4230258188e7,9.0388357996e4,2.3154296258e-9,9.318707e2,3.637781e16,1.93
16,17076,0.000000,locked_quad,0,-8.7997250375e-8,9.3156458748e7,2.7476893563e8,9.446e-16,1.1854148506e6,2.4942809474e8,2.104142e2,2930,4.6127100304e7,1.8349881638e7,1.0747808714e6,2.513755e0,4.291768e1,1.81
16,17076,0.000000,arith,0,2.9891502606e-9,1.4020283361e8,4.3274345693e8,2.132e-17,1.8740074764e4,3.9250463086e8,2.094467e4,2930,7.3351280921e7,2.0081074497e7,-2.7710062920e3,3.652757e0,2.647099e4,1.91
16,17076,1.833333,random,1,-4.6990135307e-15,4.9931464325e1,1.2221005524e3,9.411e-17,9.6793863112e-2,6.5515940129e2,6.768605e3,2930,5.5037099325e1,1.6580879439e0,-4.6301806843e-2,3.319311e1,1.188660e3,1.39
16,17076,1.833333,random,2,6.5529179305e-16,4.7275418135e1,1.2250292768e3,1.386e-17,1.4899908533e-1,6.5539448246e2,4.398648e3,2930,5.5076678417e1,1.6406973540e0,3.8988821381e-3,3.356907e1,1.412627e4,1.61
16,17076,1.833333,random,3,-4.4784054937e-15,5.0349916207e1,1.2301874501e3,8.895e-17,8.5641031543e-2,6.5496406360e2,7.647783e3,2930,5.5078498064e1,1.6206004797e0,1.9929085237e-2,3.398648e1,2.763724e3,1.65
16,17076,1.833333,locked_plus,0,-7.5302863784e-15,5.3158953380e0,2.4190101421e3,1.417e-15,-4.2204339863e-15,1.3349272077e3,3.163009e17,2930,1.1438563148e2,7.9984557048e-1,1.0479212103e-15,1.430096e2,1.091548e17,1.29
16,17076,1.833333,locked_quad,0,-5.0749335290e-14,2.8860680097e2,1.5402899688e3,1.758e-16,5.1913171322e0,8.5663284828e2,1.650126e2,2930,7.4010099525e1,2.3317885269e1,6.6285777345e-1,3.173963e0,1.116531e2,1.26
16,17076,1.833333,arith,0,-4.2236992983e-14,5.3221525666e2,2.2170723250e3,7.936e-17,2.6061873051e-1,1.2703306877e3,4.874288e3,2930,1.1105357834e2,2.3805931372e1,-1.9475296452e-3,4.664954e0,5.702279e4,2.16
17,20478,0.000000,random,1,-3.8262015778e-10,4.2649362004e6,3.6474461715e8,8.971e-17,4.2589397766e3,3.2764695224e8,7.693158e4,3402,5.6854739700e7,7.4916332995e5,3.3865954581e4,7.589098e1,1.678817e3,2.63
17,20478,0.000000,random,2,-1.6525802948e-10,4.1967805307e6,3.6484995404e8,3.938e-17,-1.9083609900e4,3.2775045104e8,1.717445e4,3402,5.6862047075e7,7.0498239257e5,-1.7567943229e4,8.065740e1,3.236693e3,3.37
17,20478,0.000000,random,3,-1.2752821021e-10,4.2021650545e6,3.6481913567e8,3.035e-17,-1.1166555374e4,3.2771591147e8,2.934799e4,3402,5.6872954013e7,7.0427775701e5,-1.1107451386e4,8.075359e1,5.120252e3,2.47
17,20478,0.000000,locked_plus,0,-6.0752993747e-9,8.5517627392e5,7.7030352629e8,7.104e-15,-5.4859468079e-9,7.0255848403e8,1.280651e17,3402,1.2452642940e8,1.8035287831e5,-8.0932505142e-10,6.904599e2,1.538645e17,2.70
17,20478,0.000000,locked_quad,0,-5.1981260185e-8,1.4225557950e8,4.1992743296e8,3.654e-16,1.6669824703e6,3.8070422619e8,2.283793e2,3402,6.8233485003e7,2.7043285800e7,1.5798767638e6,2.523121e0,4.318912e1,2.28
17,20478,0.000000,arith,0,5.2159876418e-10,2.1505371166e8,6.6304018444e8,2.425e-18,1.8633412858e4,6.0071239915e8,3.223845e4,3402,1.0863437244e8,2.9571958566e7,7.1077962164e2,3.673560e0,1.528383e5,2.04
17,20478,1.833333,random,1,-3.6625433589e-15,5.0322478141e1,1.3497929646e3,7.278e-17,7.9620423320e-2,7.1680754968e2,9.002810e3,3402,5.8153605086e1,1.6615355392e0,2.5242442852e-2,3.499992e1,2.303803e3,2.19
17,20478,1.833333,random,2,1.2445014637e-15,4.8127089447e1,1.3484637436e3,2.586e-17,-4.9232972639e-2,7.1716942023e2,1.456685e4,3402,5.8161443248e1,1.6529980593e0,-3.7609629142e-2,3.518543e1,1.546451e3,1.97
17,20478,1.833333,random,3,1.3159558079e-14,5.0291122958e1,1.3503004127e3,2.617e-16,-1.1163750406e-1,7.1751433295e2,6.427180e3,3402,5.8174644340e1,1.6301657961e0,-2.0390026251e-2,3.568634e1,2.853093e3,2.00
17,20478,1.833333,locked_plus,0,9.2812843220e-15,5.5378500997e0,2.6649885659e3,1.676e-15,-1.4581571814e-14,1.4607444602e3,1.001774e17,3402,1.2080853244e2,7.9286005620e-1,-1.7584958792e-15,1.523706e2,6.869992e16,3.16
17,20478,1.833333,locked_quad,0,-5.3674079070e-14,3.1700074983e2,1.6988311441e3,1.693e-16,5.1236551726e0,9.3878321246e2,1.832253e2,3402,7.8362249032e1,2.4676422708e1,6.8099767231e-1,3.175592e0,1.150698e2,3.00
17,20478,1.833333,arith,0,-8.2101575430e-14,5.8967771450e2,2.4589990935e3,1.392e-16,2.4197130607e-1,1.3979206045e3,5.777216e3,3402,1.1777206497e2,2.4964801465e1,2.7937794218e-4,4.717525e0,4.215511e5,1.81
18,24404,0.000000,random,1,-3.1700153613e-10,5.8607850154e6,5.4919363374e8,5.409e-17,-4.9286965034e3,4.9273664089e8,9.997301e4,3926,8.2830330252e7,9.6466178454e5,3.5472417110e4,8.586463e1,2.335063e3,2.49
18,24404,0.000000,random,2,2.8762769944e-11,5.8315400281e6,5.4918966274e8,4.932e-18,7.5940050799e2,4.9268249582e8,6.487782e5,3926,8.2835232903e7,9.6947418096e5,-7.6102239147e3,8.544346e1,1.088473e4,2.95
18,24404,0.000000,random,3,7.2596151313e-11,5.8582050811e6,5.4918931608e8,1.239e-17,2.8085952082e4,4.9268678173e8,1.754211e4,3926,8.2798351108e7,9.3884732645e5,1.2482602949e4,8.819150e1,6.633100e3,3.22
18,24404,0.000000,locked_plus,0,-1.4045162811e-8,7.0480618861e5,1.1595369727e9,1.993e-14,-1.4165216111e-8,1.0562756807e9,7.456827e16,3926,1.8115409139e8,1.7062533008e5,-7.9416917487e-11,1.061707e3,2.281052e18,3.32
18,24404,0.000000,locked_quad,0,-2.3924803827e-7,2.1441295086e8,6.3209665217e8,1.116e-15,2.7989807716e6,5.7244964769e8,2.045208e2,3926,9.9272125070e7,4.0209750937e7,2.3751830648e6,2.468857e0,4.179557e1,3.32
18,24404,0.000000,arith,0,8.3673050710e-9,3.2452906414e8,1.0009013414e9,2.578e-17,9.5448825803e3,9.0522609373e8,9.483889e4,3926,1.5859115235e8,4.4167168997e7,-7.6911547839e2,3.590702e0,2.061994e5,3.91
18,24404,1.833333,random,1,3.5187510457e-15,4.8719869725e1,1.4758408489e3,7.222e-17,-1.0812373658e-1,7.8196875285e2,7.232165e3,3926,6.1406986816e1,1.6432190737e0,2.6343034055e-2,3.736993e1,2.331052e3,3.13
18,24404,1.833333,random,2,-7.1799798095e-15,5.1752975724e1,1.4798743048e3,1.387e-16,2.6596642115e-3,7.8220523906e2,2.940992e5,3926,6.1345973806e1,1.5989185166e0,-2.7716980507e-2,3.836717e1,2.213299e3,4.36
18,24404,1.833333,random,3,1.1875286724e-14,5.3278156852e1,1.4797819755e3,2.229e-16,1.4601270112e-1,7.8238596613e2,5.358342e3,3926,6.1320958852e1,1.6266453993e0,1.8075658812e-2,3.769780e1,3.392461e3,3.16
18,24404,1.833333,locked_plus,0,2.1528416816e-14,5.5668836711e0,2.9248434169e3,3.867e-15,-5.8247029534e-15,1.5925231360e3,2.734085e17,3926,1.2727486169e2,7.9926198121e-1,9.2684081506e-16,1.592405e2,1.373212e17,2.98
18,24404,1.833333,locked_quad,0,-5.1963641723e-14,3.4710891451e2,1.8660948662e3,1.497e-16,6.3552776828e0,1.0242523250e3,1.611656e2,3926,8.2464240618e1,2.6535067472e1,7.5119361628e-1,3.107746e0,1.097776e2,3.04
18,24404,1.833333,arith,0,-6.9854847818e-14,6.5052516718e2,2.7156364314e3,1.074e-16,1.9048466067e-1,1.5301236780e3,8.032792e3,3926,1.2453084546e2,2.7277716889e1,-2.7296559541e-4,4.565296e0,4.562144e5,2.87
19,28670,0.000000,random,1,-3.4651748138e-10,7.9405930473e6,7.9992545657e8,4.364e-17,-7.1871390305e3,7.1524087233e8,9.951677e4,4266,1.1133615148e8,1.1891955156e6,-2.0855132142e4,9.362308e1,5.338549e3,4.49
19,28670,0.000000,random,2,-3.4651748138e-10,7.8840212992e6,8.0013456587e8,4.395e-17,-1.0164621554e4,7.1545277542e8,7.038656e4,4266,1.1135816470e8,1.2014425455e6,1.8305453104e4,9.268705e1,6.083333e3,3.61
19,28670,0.000000,random,3,-3.0865976441e-10,7.8295587700e6,8.0000200330e8,3.942e-17,-2.0173232565e4,7.1533377228e8,3.545955e4,4266,1.1135080733e8,1.2440252315e6,-2.9056265201e3,8.950848e1,3.832248e4,4.04
19,28670,0.000000,locked_plus,0,-1.3077010586e-9,8.1806657403e5,1.6884927539e9,1.599e-15,-3.6455505281e-10,1.5333870305e9,4.206188e18,4266,2.4345958887e8,1.8278149058e5,-2.1135133643e-9,1.331971e3,1.151919e17,3.77
19,28670,0.000000,locked_quad,0,5.9050944401e-7,3.1215271248e8,9.2058837466e8,1.892e-15,4.0268461223e6,8.3105075197e8,2.063776e2,4266,1.3350561718e8,5.3309164627e7,3.4481088294e6,2.504365e0,3.871850e1,4.01
19,28670,0.000000,arith,0,6.1869052104e-9,4.7289457312e8,1.4606147858e9,1.308e-17,6.6900335824e3,1.3168377576e9,1.968357e5,4266,2.1348363830e8,5.8288013267e7,-4.7685330014e3,3.662565e0,4.476925e4,4.24
19,28670,1.833333,random,1,-7.6032794427e-15,5.4824387968e1,1.6095241514e3,1.387e-16,-4.5038746622e-2,8.4199544905e2,1.869491e4,4266,6.0988278887e1,1.5100826603e0,-2.8948201640e-3,4.038738e1,2.106807e4,3.79
19,28670,1.833333,random,2,7.3209938545e-15,5.4431760584e1,1.6148802945e3,1.345e-16,-6.1651402568e-2,8.4200898422e2,1.365758e4,4266,6.0910824788e1,1.5016268316e0,4.3576653413e-2,4.056322e1,1.397786e3,4.21
19,28670,1.833333,random,3,1.1976693508e-14,5.4507206633e1,1.6127813018e3,2.197e-16,3.6049517658e-2,8.4184401703e2,2.335243e4,4266,6.0997938340e1,1.5644564755e0,-1.5336391542e-3,3.898986e1,3.977333e4,3.62
19,28670,1.833333,locked_plus,0,5.6066184393e-14,5.5893862621e0,3.1850794242e3,1.003e-14,2.1461920494e-14,1.7138721354e3,7.985642e16,4266,1.2645029659e2,7.3772195496e-1,-6.0896629062e-16,1.714064e2,2.076474e17,4.84
19,28670,1.833333,locked_quad,0,-1.8954109116e-13,3.7714949322e2,2.0338289621e3,5.026e-16,6.5712663008e0,1.1036328964e3,1.679483e2,4266,8.2018711148e1,2.6216332668e1,8.1142683209e-1,3.128535e0,1.010796e2,4.72
19,28670,1.833333,arith,0,-6.5505028702e-14,7.1132943606e2,2.9733471518e3,9.209e-17,1.8526861913e-1,1.6539948289e3,8.927550e3,4266,1.2409408565e2,2.6519418906e1,-3.2140629276e-3,4.679367e0,3.860972e4,5.98
20,33400,0.000000,random,1,-9.9618091554e-11,1.0387442578e7,1.1423062279e9,9.590e-18,-8.3173337572e1,1.0259765644e9,1.233540e7,4730,1.5103690925e8,1.4911339638e6,-2.3061488974e4,1.012900e2,6.549313e3,6.58
20,33400,0.000000,random,2,4.7705839279e-10,1.0317832950e7,1.1423856466e9,4.624e-17,4.4503628174e3,1.0260047365e9,2.305441e5,4730,1.5105427808e8,1.5302302767e6,1.1422015588e4,9.871343e1,1.322484e4,5.39
